prodcode	dmdcode	gemscriptcode	therapyevents	productname	ingredient	strength	formulation	routeofadministration	bnfchapter	bnftext	database_build	unclearnumber
73478	7945911000001106	14653020	1	"Lloydspharmacy Extra Power Pain Reliever tablets (Lloyds Pharmacy Ltd)"	"Aspirin/Paracetamol/Caffeine"	"300mg + 200mg + 45mg"	"Tablet"	"Oral"	4070500	"Other Non Opioid Analgesics"	"October 2018"	14653020
34309	785211000001100	48775020	82	"Aspirin 300mg dispersible tablets (A A H Pharmaceuticals Ltd)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	192010
3386	55005001000027104	54902020	13737	"Migravess forte 5mg+450mg Effervescent tablet (Bayer Plc)"	"Citric Acid/Metoclopramide Hydrochloride/Aspirin/Sodium Bicarbonate"	"5mg+450mg"	"Effervescent Tablet"	"Oral"		"Products Used Against Nausea And Vertigo - Domperidone & Metoclopramide/Acute Migraine"	"February 2009"	1719001
381	186385001000027104	73336020	5	"Anadin Tablet (Wyeth Consumer Healthcare)"	"Caffeine/Aspirin"	"15mg + 325mg"	"Tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	6626001
67754	9789911000001102	69591020	1	"Aspirin 300mg dispersible tablets (Almus Pharmaceuticals Ltd)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"October 2016"	5533009
10031	231615001000027104	85731020	4620	"Aspirin 25mg with Dipyridamole 200mg modified-release capsules"	"Dipyridamole/Aspirin"	"25mg + 200mg"	"Modified Release Capsules"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	11503001
54284	9789111000001100	69594020	10	"Aspirin 75mg dispersible tablets (Almus Pharmaceuticals Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"March 2013"	5534009
9044	4951811000001105	48725020	178	"Codis 500 dispersible tablets (Reckitt Benckiser Healthcare (UK) Ltd)"	"Aspirin/Codeine phosphate"	"500mg + 8mg"	"Dispersible tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	181001
24622	5263811000001109	61334020	90	"Aspirin 325mg / Caffeine 22mg tablets"	"Aspirin/Caffeine"	"325mg + 22mg"	"Tablet"	"Oral"	0	"Unknown"	"February 2009"	3329002
65027	28365611000001108	44190021	1	"Bisoprolol 5mg / Aspirin 100mg capsules"	"Aspirin/Bisoprolol fumarate"	"100mg + 5mg"	"Capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Antiplatelet Products"	"December 2015"	44190021
73994	844511000001107	2356020	400	"Aspirin 75mg gastro-resistant tablets (Greenfield Pharmaceuticals Ltd)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"December 2018"	2356020
22232	4906811000001106	75436020	55	"Disprin Direct 300mg orodispersible tablets (Reckitt Benckiser Healthcare (UK) Ltd)"	"Aspirin"	"300mg"	"Orodispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	7221001
40381	23925001000027100	51008020	97	"Aspirin 75mg Soluble tablet (C P Pharmaceuticals Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"September 2009"	717010
34233	180335001000027104	72356020	3	"Aspirin with aloxiprin and caffeine capsules"	"Caffeine/Aspirin/Aloxiprin"	""	"Capsules"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	6343002
2105	81025001000027104	58313020	38	"Solprin 300mg Tablet (Reckitt Benckiser Healthcare (UK) Ltd)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	2599001
80662	36492711000001104	83310021	0	"Aspirin 75mg tablets (Medreich Plc)"	"Aspirin"	"75mg"	"Tablet"	"Oral"	2090000	"Antiplatelet Products"	"May 2020"	83310021
49060	595211000001103	2342020	11	"Aspirin 75mg dispersible tablets (Alliance Healthcare (Distribution) Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"January 2013"	2342020
51561	15967511000001100	2360020	0	"Aspirin 75mg gastro-resistant tablets (Zanza Specials International Ltd)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"January 2013"	2360020
62334	27167811000001104	29731021	2	"Aspirin 300mg caplets (Wockhardt UK Ltd)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2015"	29731021
22776	155155001000027104	68537020	3	"Aspirin 500mg with Cyclizine 25mg effervescent tablets"	"Cyclizine Hydrochloride/Aspirin"	"500mg+25mg"	"Effervescent Tablet"	"Oral"		"Antihistamines Used For Nausea And Vomiting/Acute Migraine"	"February 2009"	5240001
20127	204085001000027104	77403020	117	"Codeine phosphate 8mg with aspirin 400mg with caffeine dispersible tablets"	"Codeine Phosphate/Aspirin"	"8mg+400mg"	"Dispersible Tablet"	"Oral"		"Non-Opioid And Compound Analgesics/Opioid Analgesics"	"February 2009"	7858001
9129	136625001000027104	65984020	136	"Paracetamol 250mg with aspirin 250mg & codeine 6.8mg tablet"	"Codeine Phosphate/Paracetamol/Aspirin"	"250mg+250mg+6.8mg"	"Tablets"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	4533001
77623	167885001000027104	70470020	21	"Caprin 324mg Modified-release tablet (Pinewood Healthcare)"	"Aspirin"	"324mg"	"Modified-Release Tablet"	""	2090000	"Antiplatelet Products"	"August 2019"	5785001
50555	13585411000001104	8038020	1	"Aspirin 300mg dispersible tablets (DE Pharmaceuticals)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"January 2013"	8038020
306	163915001000027104	69988020	1817	"Aspirin with codeine phosphate and caffeine tablets"	"Caffeine/Codeine Phosphate/Aspirin"	""	"Tablets"	"Oral"		"Non-Opioid And Compound Analgesics/Opioid Analgesics"	"February 2009"	5643002
434	322225002	70336020	1214599	"Aspirin 300mg gastro-resistant tablets"	"Aspirin"	"300mg"	"Gastro-resistant tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	5745001
68051	22833911000001104	17420021	0	"Aspirin 150mg suppositories (Colorama Pharmaceuticals Ltd)"	"Aspirin"	"150mg"	"Suppository"	"Rectal"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"October 2016"	17420021
41569	802811000001105	48776020	115	"Aspirin 300mg tablets (A A H Pharmaceuticals Ltd)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"March 2010"	192011
3726	125815001000027104	64637020	973	"Metoclopramide with aspirin 5mg + 325mg Effervescent tablet"	"Citric Acid/Metoclopramide Hydrochloride/Aspirin/Sodium Bicarbonate"	"5mg + 325mg"	"Effervescent Tablet"	"Oral"		"Products Used Against Nausea And Vertigo - Domperidone & Metoclopramide/Acute Migraine"	"February 2009"	4165001
53791	576411000001100	4199020	0	"Aspirin 150mg suppositories (Alliance Healthcare (Distribution) Ltd)"	"Aspirin"	"150mg"	"Suppository"	"Rectal"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2013"	4199020
6226	39695311000001104	70312020	993	"Aspirin 500mg / Papaveretum 7.71mg dispersible tablets sugar free"	"Aspirin/Papaveretum"	"500mg + 7.71mg"	"Dispersible tablet"	"Oral"	0	"Unknown"	"February 2009"	5738001
33656	765111000001108	48774020	2954	"Aspirin 75mg dispersible tablets (A A H Pharmaceuticals Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	192009
7516	4660611000001105	68709020	3805	"Aspirin 300mg effervescent tablets sugar free"	"Aspirin"	"300mg"	"Effervescent tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	5290002
377	39695211000001104	54360020	895110	"Aspirin 300mg dispersible tablets"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	1580002
8185	4532311000001104	74303020	2102	"Disprin CV 300mg modified-release tablets (Reckitt Benckiser Healthcare (UK) Ltd)"	"Aspirin"	"300mg"	"Modified-release tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	6900002
10310	5145711000001107	52556020	1873	"Aspirin powder"	"Aspirin"	"1mg/1mg"	"Not applicable"	"Route of administration not applicable"		"Antiplatelet Products/Non-Opioid And Compound Analgesics/Extemporaneous Item"	"February 2009"	1108009
23878	222545001000027104	83262020	1227	"Nu-seals cardio ec 75mg Gastro-resistant tablet (Genus Pharmaceuticals Ltd)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	10374001
3	319773006	52994020	53179258	"Aspirin 75mg dispersible tablets"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	1223001
57057	19429611000001108	2350020	1	"Aspirin 75mg dispersible tablets (Wockhardt UK Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"September 2013"	2350020
8645	160195001000027104	69426020	509	"Aspirin 300mg effervescent tablets"	"Aspirin"	"300mg"	"Tablets"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	5486002
63603	16185001000027100	50070020	99	"Laboprin Tablet (Laboratories For Applied Biology Ltd)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"July 2015"	498001
58112	4925711000001101	14649020	0	"Alka-Seltzer effervescent tablets original (Bayer Plc)"	"Citric acid/Sodium bicarbonate/Aspirin"	"965mg + 1.625gram + 324mg"	"Effervescent tablet"	"Oral"	4070500	"Other Non Opioid Analgesics"	"December 2013"	14649020
52856	11762111000001100	29961020	946	"Co-codaprin 8mg/400mg tablets"	"Aspirin/Codeine phosphate"	"400mg + 8mg"	"Tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"January 2013"	29961020
34485	592811000001109	58873020	926	"Aspirin 75mg gastro-resistant tablets (IVAX Pharmaceuticals UK Ltd)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	2758010
20650	4930811000001101	73522020	69	"Aspirin 300mg / Paracetamol 200mg dispersible tablets sugar free"	"Aspirin/Paracetamol"	"300mg + 200mg"	"Dispersible tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	6678001
73634	11748611000001102	29962020	0	"Co-codaprin 8mg/400mg tablets (The Boots Company Plc)"	"Aspirin/Codeine phosphate"	"400mg + 8mg"	"Tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"November 2018"	29962020
63683	23995001000027104	51016020	12	"Aspirin with codeine Dispersible tablet (Actavis UK Ltd)"	"Codeine phosphate/Aspirin"	"8mg + 400mg"	"Dispersible tablet"	"Oral"		"Non-Opioid And Compound Analgesics/Opioid Analgesics"	"July 2015"	719010
51474	686211000001101	59817020	0	"Aspirin 150mg suppositories (Martindale Pharmaceuticals Ltd)"	"Aspirin"	"150mg"	"Suppository"	"Rectal"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"January 2013"	2980009
81427	23875001000027108	51003020	0	"Aspirin Powder (Thornton & Ross Ltd)"	"Aspirin"	"1mg/1mg"	"Not applicable"	"Route of administration not applicable"	50000000	"Ingredients"	"August 2020"	716009
33662	65785001000027104	56283020	3	"Aspirin 300mg Dispersible tablet (A A H Pharmaceuticals Ltd)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	2081010
53622	118125001000027104	63567020	0	"Aspirin 300mg Tablet (M & A Pharmachem Ltd)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"January 2013"	3876009
42218	3679811000001109	74305020	24	"Co-codaprin 8mg/400mg dispersible tablets (A A H Pharmaceuticals Ltd)"	"Codeine phosphate/Aspirin"	"8mg + 400mg"	"Dispersible tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"May 2010"	6900009
34797	281711000001100	59503020	892	"Aspirin 75mg gastro-resistant tablets (Actavis UK Ltd)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	2902009
31001	218795001000027104	82098020	0	"Cullens headache powders Sachets (Cullen and Davidson)"	"Aspirin/Caffeine"	"600mg + 50mg"	"Powder"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	9859001
