prodcode	dmdcode	gemscriptcode	therapyevents	productname	ingredient	strength	formulation	routeofadministration	bnfchapter	bnftext	database_build	unclearnumber
48070	257025001000027104	96752020	119	"Warfarin sodium tablets"	"Warfarin Sodium"	""	"Tablets"	"Oral"	2080200	"Oral Anticoagulants"	"November 2012"	16994001
39444	13532811000001108	94831020	96250	"Dabigatran etexilate 110mg capsules"	"Dabigatran etexilate mesilate"	"110mg"	"Capsule"	"Oral"	2080201	"Novel Oral Anticoagulants (Noacs)"	"April 2009"	16025001
82541	15416011000001108	2280020	27	"Clexane 40mg/0.4ml solution for injection pre-filled syringes (Waymade Healthcare Plc)"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"January 2021"	2280020
76787	36784211000001104	86353021	82	"Inhixa 120mg/0.8ml solution for injection pre-filled syringes (Techdow Pharma England Ltd)"	"Enoxaparin sodium"	"150mg/1ml"	"Solution for injection"	"Intraarterial/Intravenous/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"July 2019"	86353021
13097	3826311000001101	87674020	12435	"Clexane 20mg/0.2ml solution for injection pre-filled syringes (Sanofi)"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12411001
78163	3782311000001109	62257020	43	"Phenindione 25mg tablets (Advanz Pharma)"	"Phenindione"	"25mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"October 2019"	3552010
71661	34699911000001108	77911021	98	"Inhixa 20mg/0.2ml solution for injection pre-filled syringes (Techdow Pharma England Ltd)"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2018"	77911021
36989	3970311000001105	93936020	1939	"Fragmin Graduated Syringe 10,000units/1ml solution for injection pre-filled syringes (Pfizer Ltd)"	"Dalteparin sodium"	"10000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	15572001
4446	319740004	60995020	36801	"Acenocoumarol 1mg tablets"	"Acenocoumarol"	"1mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	3250001
5305	738511000001103	51558020	45778	"Sinthrome 1mg tablets (Norgine Pharmaceuticals Ltd)"	"Acenocoumarol"	"1mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	861001
47944	303111000001107	57161020	73	"Warfarin 1mg tablets (Accord Healthcare Ltd)"	"Warfarin sodium"	"1mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"October 2012"	2288009
83342	28989311000001108	47993021	0	"Warfarin 5mg tablets (Crescent Pharma Ltd)"	"Warfarin sodium"	"5mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"March 2021"	47993021
10044	37084311000001104	88304020	7068	"Dalteparin sodium 10,000units/0.4ml solution for injection pre-filled syringes"	"Dalteparin sodium"	"25000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12727001
79892	32627811000001108	68369021	0	"Dalteparin sodium 18,000units/0.72ml solution for injection pre-filled syringes (J M McGill Ltd)"	"Dalteparin sodium"	"25000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2020"	68369021
75798	35569511000001100	81450021	35	"Arovi 20mg/0.2ml solution for injection pre-filled syringes (ROVI Biotech Ltd)"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"April 2019"	81450021
36099	8798211000001104	93666020	475	"Warfarin 1mg/5ml oral suspension"	"Warfarin sodium"	"200microgram/1ml"	"Oral suspension"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	15434001
76358	9206111000001104	89142020	1	"Arixtra 10mg/0.8ml solution for injection pre-filled syringes (Mylan)"	"Fondaparinux sodium"	"12.5mg/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"May 2019"	13150001
32577	35909811000001104	87172020	15	"Bemiparin sodium 2,500units/0.2ml solution for injection pre-filled syringes"	"Bemiparin sodium"	"12500unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12157001
32575	7537811000001101	87265020	1	"Bemiparin sodium 7,500units/0.3ml solution for injection pre-filled syringes"	"Bemiparin sodium"	"25000unit/1ml"	"Solution for injection"	"Subcutaneous"	0	"Unknown"	"February 2009"	12204001
34918	642911000001101	57163020	22	"Warfarin 5mg tablets (Accord Healthcare Ltd)"	"Warfarin sodium"	"5mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	2288011
84695	7313811000001100	73709020	13	"Heparin sodium 20,000units/20ml solution for injection ampoules (LEO Pharma)"	"Heparin sodium"	"1000unit/1ml"	"Solution for injection"	"Intravenous"	2080100	"Parenteral Anticoagulants"	"October 2021"	6734009
77245	9798011000001108	68101020	0	"Warfarin 3mg tablets (Almus Pharmaceuticals Ltd)"	"Warfarin sodium"	"3mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"July 2019"	5121009
32511	216005001000027104	81243020	6	"Tinzaparin 5000 i.u./5ml Sterile solution"	"Tinzaparin Sodium"	"5000 i.u./5ml"	"Sterile Solution"	""	2080100	"Parenteral Anticoagulants"	"February 2009"	9455001
18209	4864211000001108	88312020	3926	"Fragmin 7,500units/0.3ml solution for injection pre-filled syringes (Pfizer Ltd)"	"Dalteparin sodium"	"25000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12731001
13505	319745009	65648020	13842	"Phenindione 10mg tablets"	"Phenindione"	"10mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	4443001
17965	204811000001109	77096020	9340	"Marevan 500microgram tablets (Advanz Pharma)"	"Warfarin sodium"	"500microgram"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	7754001
15006	28445001000027104	51559020	804	"Sinthrome 4mg Tablet (Alliance Pharmaceuticals Ltd)"	"Acenocoumarol"	"4mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	861002
76422	7313411000001102	73701020	2	"Heparin sodium 5,000units/5ml solution for injection ampoules (LEO Pharma)"	"Heparin sodium"	"1000unit/1ml"	"Solution for injection"	"Intravenous"	2080100	"Parenteral Anticoagulants"	"May 2019"	6732009
35955	4188111000001102	91624020	21	"Calciparine 5,000units/0.2ml solution for injection pre-filled syringes (Sanofi-Synthelabo Ltd)"	"Heparin calcium"	"25000unit/1ml"	"Solution for injection"	"Subcutaneous"	0	"Unknown"	"February 2009"	14406001
50994	17036511000001104	37213020	1	"Heparin sodium 500units/500ml infusion bags"	"Heparin sodium"	"1unit/1ml"	"Infusion"	"Intravenous"	2080100	"Parenteral Anticoagulants"	"January 2013"	37213020
55490	185925001000027104	73284020	8	"Heparin sodium 10,000 iu/ml Injection"	"Heparin Sodium"	"10,000 iu/ml"	"Injection"	""	2080100	"Parenteral Anticoagulants"	"June 2013"	6611003
833	8798511000001101	89966020	424	"Warfarin 3mg/5ml oral solution"	"Warfarin sodium"	"600microgram/1ml"	"Oral solution"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	13574001
62902	28566311000001108	44860021	2453	"Tinzaparin sodium 16,000units/0.8ml solution for injection pre-filled syringes"	"Tinzaparin sodium"	"20000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"April 2015"	44860021
52841	36054011000001104	2267020	47	"Heparin calcium 5,000units/0.2ml solution for injection ampoules"	"Heparin calcium"	"25000unit/1ml"	"Solution for injection"	"Intravenous/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"January 2013"	2267020
29043	4332811000001106	84673020	54	"Arixtra 2.5mg/0.5ml solution for injection pre-filled syringes (Mylan)"	"Fondaparinux sodium"	"5mg/1ml"	"Solution for injection"	"Intravenous/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	11025001
51509	19835411000001104	38963020	3	"Warfarin 1mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)"	"Warfarin sodium"	"1mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"January 2013"	38963020
21490	77165001000027104	57893020	50	"Monoparin 5000iu/ml Injection (C P Pharmaceuticals Ltd)"	"Heparin Sodium"	"5000iu/ml"	"Injection"	"Subcutaneous Injection"	2080100	"Parenteral Anticoagulants"	"February 2009"	2469002
13504	319746005	65649020	7926	"Phenindione 25mg tablets"	"Phenindione"	"25mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	4443002
37086	11509311000001108	93581020	191	"Enoxaparin sodium 300mg/3ml solution for injection vials"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	15391001
66286	13016811000001104	33701020	1	"Warfarin 2.5mg/5ml oral solution"	"Warfarin sodium"	"500microgram/1ml"	"Oral solution"	"Oral"	2080200	"Oral Anticoagulants"	"June 2016"	33701020
43408	421411000001103	56200020	944	"Warfarin 1mg tablets (A A H Pharmaceuticals Ltd)"	"Warfarin sodium"	"1mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"September 2010"	2058009
56166	18684211000001104	37981020	3	"Heparin sodium 100units/1ml solution for injection ampoules"	"Heparin sodium"	"100unit/1ml"	"Solution for injection"	"Route of administration not applicable"	2080100	"Parenteral Anticoagulants"	"August 2013"	37981020
9593	197855001000027104	75576020	603	"Dalteparin 25000iu/ml injection solution"	"Dalteparin Sodium"	"25000 iu/ml"	"Injection Solution"	""	2080100	"Parenteral Anticoagulants"	"February 2009"	7260003
10532	38105001000027104	52793020	418	"Minihep calcium 5000iu/0.2ml Injection (LEO Pharma)"	"Heparin Calcium"	"5000iu/0.2ml"	"Injection"	""	2080100	"Parenteral Anticoagulants"	"February 2009"	1173001
50391	18488311000001104	2264020	9	"Fragmin 18,000units/0.72ml solution for injection pre-filled syringes (Waymade Healthcare Plc)"	"Dalteparin sodium"	"25000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"January 2013"	2264020
38041	250905001000027104	94827020	165	"Warfarin sodium 5mg/ml oral suspension"	"Warfarin Sodium"	"5mg/5ml"	"Oral Suspension"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	16023001
10240	35918911000001104	87586020	22819	"Tinzaparin sodium 14,000units/0.7ml solution for injection pre-filled syringes"	"Tinzaparin sodium"	"20000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12367001
47397	36054811000001104	91646020	13	"Heparin sodium 25,000units/5ml solution for injection ampoules"	"Heparin sodium"	"5000unit/1ml"	"Solution for injection"	"Subcutaneous/Intravenous"	2080100	"Parenteral Anticoagulants"	"June 2012"	14417001
15293	237355001000027104	87652020	12	"Heparin sodium 5000iu/ml pre-filled Injection"	"Heparin Sodium"	"5000iu/ml"	"Injection"	""	2080100	"Parenteral Anticoagulants"	"February 2009"	12400001
1781	319735007	65439020	2923984	"Warfarin 5mg tablets"	"Warfarin sodium"	"5mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	4382003
20010	150735001000027104	67842020	29	"Uniparin calcium 25,000iu/ml Subcutaneous injection (C P Pharmaceuticals Ltd)"	"Heparin Calcium"	"25,000iu/ml"	"Subcutaneous Injection"	""	2080100	"Parenteral Anticoagulants"	"February 2009"	5049001
53350	17037011000001108	37215020	4	"Heparin sodium 1,000units/500ml infusion bags"	"Heparin sodium"	"2unit/1ml"	"Infusion"	"Intravenous"	2080100	"Parenteral Anticoagulants"	"January 2013"	37215020
58787	883011000001107	2305020	1	"Warfarin 5mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Warfarin sodium"	"5mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2014"	2305020
20029	4501011000001101	57888020	105	"Multiparin 25,000units/5ml solution for injection vials (Wockhardt UK Ltd)"	"Heparin sodium"	"5000unit/1ml"	"Solution for injection"	"Subcutaneous/Intravenous"	2080100	"Parenteral Anticoagulants"	"February 2009"	2468002
58594	21677511000001104	46753020	741	"Eliquis 5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Apixaban"	"5mg"	"Tablet"	"Oral"	2080201	"Novel Oral Anticoagulants (Noacs)"	"January 2014"	46753020
39755	13505411000001108	94837020	3010	"Pradaxa 110mg capsules (Boehringer Ingelheim Ltd)"	"Dabigatran etexilate mesilate"	"110mg"	"Capsule"	"Oral"	2080201	"Novel Oral Anticoagulants (Noacs)"	"June 2009"	16028001
60589	10305211000001108	72795020	103	"Warfarin 500microgram tablets (Accord Healthcare Ltd)"	"Warfarin sodium"	"500microgram"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"July 2014"	6467009
29207	73235001000027104	57360020	3	"Innohep 5000iu/0.5ml Sterile solution (LEO Pharma)"	"Tinzaparin Sodium"	"5000iu/0.5ml"	"Sterile Solution"	""	2080100	"Parenteral Anticoagulants"	"February 2009"	2339002
74349	35567911000001100	81453021	122	"Arovi 80mg/0.8ml solution for injection pre-filled syringes (ROVI Biotech Ltd)"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"January 2019"	81453021
62856	28566111000001108	44858021	3767	"Tinzaparin sodium 12,000units/0.6ml solution for injection pre-filled syringes"	"Tinzaparin sodium"	"20000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"April 2015"	44858021
31148	4627411000001100	53551020	266	"Flolan 500microgram powder and solvent (pH10.5) for solution for infusion vials (GlaxoSmithKline UK Ltd)"	"Epoprostenol sodium"	"500microgram"	"Powder and solvent for solution for infusion"	"Intravenous"	2080100	"Parenteral Anticoagulants"	"February 2009"	1370001
6695	37084511000001104	54876020	6113	"Dalteparin sodium 2,500units/0.2ml solution for injection pre-filled syringes"	"Dalteparin sodium"	"12500unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	1712003
73421	24351511000001104	23649021	39	"Phenprocoumon 3mg tablets"	"Phenprocoumon"	"3mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"October 2018"	23649021
81754	170475001000027104	70843020	0	"Warfarin 1mg Tablet (Forley Generics Ltd)"	"Warfarin sodium"	"1mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"September 2020"	5891009
47566	703907006	345021	546802	"Apixaban 2.5mg tablets"	"Apixaban"	"2.5mg"	"Tablet"	"Oral"	2080201	"Novel Oral Anticoagulants (Noacs)"	"August 2012"	18831001
7371	4199111000001108	91197020	29187	"Clexane 100mg/1ml solution for injection pre-filled syringes (Sanofi)"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	14191001
39866	9798311000001104	68098020	69	"Warfarin 1mg tablets (Almus Pharmaceuticals Ltd)"	"Warfarin sodium"	"1mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"August 2009"	5120009
14788	3918011000001100	87592020	1125	"Innohep 10,000units/0.5ml solution for injection pre-filled syringes (LEO Pharma)"	"Tinzaparin sodium"	"20000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12370001
76072	30945211000001104	60253021	0	"Warfarin 1mg tablets (Mawdsley-Brooks & Company Ltd)"	"Warfarin sodium"	"1mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"May 2019"	60253021
26023	35909911000001100	87174020	9	"Bemiparin sodium 3,500units/0.2ml solution for injection pre-filled syringes"	"Bemiparin sodium"	"17500unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12158001
73907	23870711000001104	21347021	0	"Heparin sodium 10,000units/10ml solution for injection ampoules (Kent Pharma (UK) Ltd)"	"Heparin sodium"	"1000unit/1ml"	"Solution for injection"	"Intravenous"	2080100	"Parenteral Anticoagulants"	"December 2018"	21347021
27325	4120211000001102	87580020	34	"Innohep 2,500units/0.25ml solution for injection pre-filled syringes (LEO Pharma)"	"Tinzaparin sodium"	"10000unit/1ml"	"Solution for injection"	"Subcutaneous/Intravenous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12364001
17049	3920011000001106	87596020	2207	"Innohep 18,000units/0.9ml solution for injection pre-filled syringes (LEO Pharma)"	"Tinzaparin sodium"	"20000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12372001
60949	8798811000001103	20948020	219	"Warfarin 5mg/5ml oral suspension"	"Warfarin sodium"	"1mg/1ml"	"Oral suspension"	"Oral"	2080200	"Oral Anticoagulants"	"August 2014"	20948020
37704	19055001000027108	50417020	21	"Minihep 25,000iu/ml Subcutaneous preparation (LEO Pharma)"	"Heparin Sodium"	"25,000iu/ml"	"Subcutaneous Preparation"	""	2080100	"Parenteral Anticoagulants"	"February 2009"	579001
62310	20538311000001104	41332020	6	"Warfarin 500microgram tablets (Advanz Pharma)"	"Warfarin sodium"	"500microgram"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2015"	41332020
37616	185975001000027104	73289020	157	"Heparin sodium 10 unit/ml Solution"	"Heparin Sodium"	"10 unit/ml"	"Solution"	""	2080100	"Parenteral Anticoagulants"	"February 2009"	6612003
68591	395111000001106	2308020	0	"Warfarin 500microgram tablets (Alliance Healthcare (Distribution) Ltd)"	"Warfarin sodium"	"500microgram"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"January 2017"	2308020
34418	727111000001108	62805020	62	"Warfarin 5mg tablets (Mylan)"	"Warfarin sodium"	"5mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	3681011
65850	29902711000001104	53105021	276	"Lixiana 60mg tablets (Daiichi Sankyo UK Ltd)"	"Edoxaban tosilate"	"60mg"	"Tablet"	"Oral"	2080201	"Novel Oral Anticoagulants (Noacs)"	"April 2016"	53105021
13348	461911000001100	54868020	22444	"Marevan 5mg tablets (Advanz Pharma)"	"Warfarin sodium"	"5mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	1710003
37678	36055011000001104	91648020	184	"Heparin sodium 5,000units/0.2ml solution for injection ampoules"	"Heparin sodium"	"25000unit/1ml"	"Solution for injection"	"Subcutaneous/Intravenous"	2080100	"Parenteral Anticoagulants"	"February 2009"	14418001
43655	243795001000027104	91752020	1	"Warfarin sodium oral solution"	"Warfarin Sodium"	""	"Oral Liquid"	"Oral"	2080200	"Oral Anticoagulants"	"October 2010"	14470001
6478	38896011000001112	87662020	8849	"Enoxaparin sodium 20mg/0.2ml solution for injection pre-filled syringes"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12405001
7199	36565711000001104	87666020	42788	"Enoxaparin sodium 40mg/0.4ml solution for injection pre-filled syringes"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12407001
14138	38895011000001104	87668020	9343	"Enoxaparin sodium 60mg/0.6ml solution for injection pre-filled syringes"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12408001
42474	13504711000001102	94835020	359	"Pradaxa 75mg capsules (Boehringer Ingelheim Ltd)"	"Dabigatran etexilate mesilate"	"75mg"	"Capsule"	"Oral"	2080201	"Novel Oral Anticoagulants (Noacs)"	"June 2010"	16027001
14794	77155001000027104	57892020	76	"Monoparin 1000iu/ml Injection (C P Pharmaceuticals Ltd)"	"Heparin Sodium"	"1000iu/ml"	"Injection"	"Intravenous Injection"	2080100	"Parenteral Anticoagulants"	"February 2009"	2469001
52004	18488111000001100	2263020	5	"Fragmin 12,500units/0.5ml solution for injection pre-filled syringes (Waymade Healthcare Plc)"	"Dalteparin sodium"	"25000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"January 2013"	2263020
34095	36075001000027104	52502020	2379	"Warfarin wbp 5mg Tablet (Boehringer Ingelheim Ltd)"	"Warfarin sodium"	"5mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	1093003
13503	319747001	65650020	7817	"Phenindione 50mg tablets"	"Phenindione"	"50mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	4443003
19280	3919011000001105	87594020	2806	"Innohep 14,000units/0.7ml solution for injection pre-filled syringes (LEO Pharma)"	"Tinzaparin sodium"	"20000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12371001
51484	16071211000001106	2298020	2	"Warfarin 1mg tablets (Bristol Laboratories Ltd)"	"Warfarin sodium"	"1mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"January 2013"	2298020
23573	36060611000001112	89132020	61	"Fondaparinux sodium 5mg/0.4ml solution for injection pre-filled syringes"	"Fondaparinux sodium"	"12.5mg/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	13145001
14308	35919011000001104	87588020	12009	"Tinzaparin sodium 18,000units/0.9ml solution for injection pre-filled syringes"	"Tinzaparin sodium"	"20000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12368001
80297	22648411000001104	17121021	1	"Epoprostenol 500microgram powder (pH12) for solution for infusion vials"	"Epoprostenol sodium"	"500microgram"	"Powder for solution for infusion"	"Intravenous"	2080100	"Parenteral Anticoagulants"	"March 2020"	17121021
45	319733000	65437020	9930913	"Warfarin 1mg tablets"	"Warfarin sodium"	"1mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	4382001
6860	3968311000001101	88318020	13455	"Fragmin 15,000units/0.6ml solution for injection pre-filled syringes (Pfizer Ltd)"	"Dalteparin sodium"	"25000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12734001
13716	185955001000027104	73287020	56	"Heparin sodium 25,000iu/ml Injection"	"Heparin Sodium"	"25,000iu/ml"	"Injection"	""	2080100	"Parenteral Anticoagulants"	"February 2009"	6612001
34086	22275001000027104	50811020	328	"Warfarin 3mg Tablet (Celltech Pharma Europe Ltd)"	"Warfarin sodium"	"3mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	668010
68795	32751111000001104	69461021	9	"Warfarin 1mg capsules"	"Warfarin sodium"	"1mg"	"Capsule"	"Oral"	2080200	"Oral Anticoagulants"	"February 2017"	69461021
75959	35559211000001108	81455021	107	"Arovi 120mg/0.8ml solution for injection pre-filled syringes (ROVI Biotech Ltd)"	"Enoxaparin sodium"	"150mg/1ml"	"Solution for injection"	"Intraarterial/Intravenous/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"April 2019"	81455021
71132	13850011000001102	2275020	64	"Clexane 20mg/0.2ml solution for injection pre-filled syringes (DE Pharmaceuticals)"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"December 2017"	2275020
64969	17535411000001108	2279020	0	"Clexane 20mg/0.2ml solution for injection pre-filled syringes (Sigma Pharmaceuticals Plc)"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"December 2015"	2279020
56398	18218711000001104	9750020	2	"Fragmin 5,000units/0.2ml solution for injection pre-filled syringes (Mawdsley-Brooks & Company Ltd)"	"Dalteparin sodium"	"25000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"August 2013"	9750020
74257	35083611000001100	79480021	3	"Enoxaparin Becat 60mg/0.6ml solution for injection pre-filled syringes (ROVI Biotech Ltd)"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"January 2019"	79480021
62959	15150111000001100	2268020	0	"Heparin calcium 5,000units/0.2ml solution for injection ampoules (A A H Pharmaceuticals Ltd)"	"Heparin calcium"	"25000unit/1ml"	"Solution for injection"	"Intravenous/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"April 2015"	2268020
71386	8729811000001101	20938020	4	"Warfarin 1mg/5ml oral solution (Special Order)"	"Warfarin sodium"	"200microgram/1ml"	"Oral solution"	"Oral"	2080200	"Oral Anticoagulants"	"January 2018"	20938020
55096	16568611000001106	9749020	25	"Fragmin 5,000units/0.2ml solution for injection pre-filled syringes (Waymade Healthcare Plc)"	"Dalteparin sodium"	"25000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"May 2013"	9749020
84945	10358611000001104	73379020	0	"Heparin sodium 20,000units/20ml solution for injection ampoules (Wockhardt UK Ltd)"	"Heparin sodium"	"1000unit/1ml"	"Solution for injection"	"Intravenous"	2080100	"Parenteral Anticoagulants"	"October 2021"	6637009
17791	216015001000027104	81245020	99	"Innohep 5000iu/5ml Sterile solution (LEO Pharma)"	"Tinzaparin Sodium"	"5000iu/5ml"	"Sterile Solution"	""	2080100	"Parenteral Anticoagulants"	"February 2009"	9456001
10004	4199511000001104	87680020	17085	"Clexane 80mg/0.8ml solution for injection pre-filled syringes (Sanofi)"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12414001
16530	3838711000001100	88316020	10656	"Fragmin 12,500units/0.5ml solution for injection pre-filled syringes (Pfizer Ltd)"	"Dalteparin sodium"	"25000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12733001
55565	19540611000001108	2293020	3	"Clexane 100mg/1ml solution for injection pre-filled syringes (DE Pharmaceuticals)"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"June 2013"	2293020
43409	751611000001108	56202020	649	"Warfarin 5mg tablets (A A H Pharmaceuticals Ltd)"	"Warfarin sodium"	"5mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"September 2010"	2058011
38044	8798711000001106	94825020	180	"Warfarin 5mg/5ml oral solution"	"Warfarin sodium"	"1mg/1ml"	"Oral solution"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	16022001
56289	19841411000001100	39232020	2950	"Xarelto 20mg tablets (Bayer Plc)"	"Rivaroxaban"	"20mg"	"Tablet"	"Oral"	2080201	"Novel Oral Anticoagulants (Noacs)"	"August 2013"	39232020
