prodcode	dmdcode	gemscriptcode	therapyevents	productname	ingredient	strength	formulation	routeofadministration	bnfchapter	bnftext	database_build	unclearnumber	BBvar
21839	54405001000027104	54823020	1194	"Berkolol 80mg Tablet (Berk Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"80mg"	"Tablet"	"Oral"		"Supraventricular Arrhythmias/Beta-Adrenoceptor Blockers"	"February 2009"	1700003	1
77613	12015211000001100	30313020	25	"Atenolol 25mg/5ml oral suspension"	"Atenolol"	"5mg/1ml"	"Oral suspension"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"August 2019"	30313020	1
34754	282111000001106	51439020	263	"Atenolol 100mg tablets (Sandoz Ltd)"	"Atenolol"	"100mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	830010	1
52728	16141111000001106	1077020	0	"Beta-Adalat modified-release capsules (Lexon (UK) Ltd)"	"Atenolol/Nifedipine"	"50mg + 20mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Calcium-Channel Blockers"	"January 2013"	1077020	1
73653	9154111000001102	70596020	0	"Propranolol 80mg tablets (Ranbaxy (UK) Ltd)"	"Propranolol hydrochloride"	"80mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"November 2018"	5819009	1
57859	21865011000001108	47164020	169	"Diltiazem 90mg modified-release tablets (Cubic Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"90mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"December 2013"	47164020	1
62552	223411000001100	861020	0	"Verapamil 80mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Verapamil hydrochloride"	"80mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"March 2015"	861020	1
14552	121555001000027104	64049020	1788	"Propanix 10mg Tablet (Ashbourne Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"10mg"	"Tablet"	"Oral"		"Supraventricular Arrhythmias/Beta-Adrenoceptor Blockers"	"February 2009"	4004001	1
80265	18506611000001100	1138020	16	"Bisoprolol 3.75mg tablets (Almus Pharmaceuticals Ltd)"	"Bisoprolol fumarate"	"3.75mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"March 2020"	1138020	1
61719	10490311000001102	1072020	211	"Beta-Adalat modified-release capsules (Waymade Healthcare Plc)"	"Atenolol/Nifedipine"	"50mg + 20mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Calcium-Channel Blockers"	"November 2014"	1072020	1
1290	318591005	68439020	3295410	"Bisoprolol 10mg tablets"	"Bisoprolol fumarate"	"10mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"February 2009"	5216002	1
25367	2899011000001105	84837020	1555	"Rapranol SR 80mg capsules (Ranbaxy (UK) Ltd)"	"Propranolol hydrochloride"	"80mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"February 2009"	11103001	1
76180	8669211000001102	20540020	32	"Metoprolol 5mg/5ml oral solution"	"Metoprolol tartrate"	"1mg/1ml"	"Oral solution"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"May 2019"	20540020	1
4808	39023511000001104	75522020	97566	"Diltiazem 240mg modified-release capsules"	"Diltiazem hydrochloride"	"240mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	7246003	1
31490	4129511000001107	81761020	170	"Zolvera 40mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)"	"Verapamil hydrochloride"	"8mg/1ml"	"Oral solution"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	9705001	1
77198	17788511000001108	995020	0	"Atenolol 100mg tablets (Phoenix Healthcare Distribution Ltd)"	"Atenolol"	"100mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"July 2019"	995020	1
35054	864811000001100	91235020	8873	"Celectol 200mg tablets (Neon Healthcare Ltd)"	"Celiprolol hydrochloride"	"200mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	14210001	1
60934	388811000001109	948020	24	"Propranolol 80mg modified-release capsules (Kent Pharma (UK) Ltd)"	"Propranolol hydrochloride"	"80mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"August 2014"	948020	1
60896	19734211000001100	38486020	0	"Bisoprolol 5mg tablets (Medreich Plc)"	"Bisoprolol fumarate"	"5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"August 2014"	38486020	1
41827	2211000001109	60515020	55	"Labetalol 100mg tablets (Mylan)"	"Labetalol hydrochloride"	"100mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"April 2010"	3143009	1
78597	30948711000001104	60625021	2	"Diltiazem 5% cream (Special Order)"	"Diltiazem hydrochloride"	"50mg/1gram"	"Cream"	"Route of administration not applicable"		"Local Products For Anal Or Rectal Problems/Calcium-Channel Blockers"	"November 2019"	60625021	1
30197	39023211000001104	90599020	21151	"Diltiazem 120mg modified-release capsules"	"Diltiazem hydrochloride"	"120mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	13891001	1
29398	234915001000027104	86682020	318	"Atenamin 100mg Tablet (OPD Pharm)"	"Atenolol"	"100mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	11922003	1
38433	60395001000027104	55581020	6	"Propranolol 50mg/5ml Oral solution (Rosemont Pharmaceuticals Ltd)"	"Propranolol Hydrochloride"	"50mg/5ml"	"Oral Solution"	"Oral"		"Supraventricular Arrhythmias/Beta-Adrenoceptor Blockers"	"February 2009"	1906009	1
80247	127711000001104	50801020	0	"Verapamil 120mg tablets (A A H Pharmaceuticals Ltd)"	"Verapamil hydrochloride"	"120mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"March 2020"	665011	1
71173	30860011000001104	57246021	0	"Propranolol 80mg modified-release capsules (Mawdsley-Brooks & Company Ltd)"	"Propranolol hydrochloride"	"80mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"December 2017"	57246021	1
15288	467111000001105	86669020	40218	"Angitil XL 300 capsules (Ethypharm UK Ltd)"	"Diltiazem hydrochloride"	"300mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	11916002	1
32630	9739311000001104	77372020	28	"Vivacor 10mg tablets (Lexon (UK) Ltd)"	"Bisoprolol fumarate"	"10mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products/Myocardial Infarction Management"	"February 2009"	7848001	1
74742	15160311000001108	36006020	12	"Bisoprolol 625micrograms/5ml oral suspension"	"Bisoprolol fumarate"	"125microgram/1ml"	"Oral suspension"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"February 2019"	36006020	1
6510	219711000001103	68477020	80259	"Univer 120mg modified-release capsules (Teva UK Ltd)"	"Verapamil hydrochloride"	"120mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	5225001	1
34695	790911000001104	56094020	35	"Atenolol 50mg tablets (Kent Pharma (UK) Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	2031010	1
65504	29955011000001104	52684021	0	"Adizem-SR 180mg capsules (Lexon (UK) Ltd)"	"Diltiazem hydrochloride"	"180mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2016"	52684021	1
59148	20577811000001108	41897020	16	"Bisoprolol 2.5mg tablets (Zentiva Pharma UK Ltd)"	"Bisoprolol fumarate"	"2.5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"March 2014"	41897020	1
75312	36106711000001104	82655021	11	"Bedranol 80mg tablets (Ennogen Pharma Ltd)"	"Propranolol hydrochloride"	"80mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"March 2019"	82655021	1
34378	695911000001104	50435020	70	"Propranolol 10mg tablets (A A H Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"10mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"February 2009"	582009	1
52136	160775001000027104	69495020	73	"Bedranol sr 160mg Capsule (Lagap)"	"Propranolol hydrochloride"	"160mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"January 2013"	5506001	1
84859	859411000001109	58095020	1	"Soloc 5mg tablets (Mercury Pharma Group Ltd)"	"Bisoprolol fumarate"	"5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products/Myocardial Infarction Management"	"October 2021"	2534001	1
78906	29771511000001100	52169021	0	"Atenolol 25mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc)"	"Atenolol"	"5mg/1ml"	"Oral solution"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"November 2019"	52169021	1
73413	3707011000001107	60483020	38	"Pindolol 5mg tablets (A A H Pharmaceuticals Ltd)"	"Pindolol"	"5mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"October 2018"	3135009	1
7852	51195001000027112	54409020	8205	"Blocadren 10mg Tablet (Merck Sharp & Dohme Ltd)"	"Timolol maleate"	"10mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	1595001	1
65805	21800411000001104	47115020	0	"Bisoprolol 1.25mg tablets (Waymade Healthcare Plc)"	"Bisoprolol fumarate"	"1.25mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"March 2016"	47115020	1
31833	90325001000027104	59468020	1	"Angilol 80mg Tablet (DDSA Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"80mg"	"Tablet"	"Oral"		"Supraventricular Arrhythmias/Beta-Adrenoceptor Blockers"	"February 2009"	2895003	1
41555	188311000001109	50436020	77	"Propranolol 40mg tablets (A A H Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"40mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"March 2010"	582010	1
16776	157575001000027104	68966020	17886	"Celectol 400mg Tablet (Pantheon Healthcare Ltd)"	"Celiprolol hydrochloride"	"400mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	5362002	1
57023	18506411000001104	1125020	0	"Bisoprolol 2.5mg tablets (Almus Pharmaceuticals Ltd)"	"Bisoprolol fumarate"	"2.5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"September 2013"	1125020	1
79115	13160811000001108	34141020	6	"Propranolol 10mg/5ml oral solution"	"Propranolol hydrochloride"	"2mg/1ml"	"Oral solution"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"December 2019"	34141020	1
33376	208225001000027104	78494020	5	"Probeta LA 160mg Capsule (Trinity Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"160mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	8233001	1
59037	249811000001104	62942020	5	"Bisoprolol 5mg tablets (A A H Pharmaceuticals Ltd)"	"Bisoprolol fumarate"	"5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"March 2014"	3710009	1
35695	3706111000001105	78143020	837	"Visken 5mg tablets (Advanz Pharma)"	"Pindolol"	"5mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	8115001	1
940	318354003	59370020	377662	"Propranolol 80mg tablets"	"Propranolol hydrochloride"	"80mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"February 2009"	2876003	1
38632	2887011000001102	95541020	173152	"Adizem-SR 90mg capsules (Napp Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"90mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	16383001	1
34925	519211000001104	65979020	39	"Metoprolol 50mg tablets (Sandoz Ltd)"	"Metoprolol tartrate"	"50mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	4531009	1
34443	335611000001106	52913020	283	"Atenolol 50mg tablets (Wockhardt UK Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	1201009	1
1748	867011000001103	53062020	9985	"Cordilox 120mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Verapamil hydrochloride"	"120mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	1243001	1
53414	18458611000001100	985020	0	"Atenolol 50mg tablets (Accord Healthcare Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"January 2013"	985020	1
20502	181611000001107	72697020	26754	"Atenix 100 tablets (Ashbourne Pharmaceuticals Ltd)"	"Atenolol"	"100mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	6438002	1
23233	228235001000027104	84958020	282	"Bi-carzem sr 90mg Modified-release capsule (Tillomed Laboratories Ltd)"	"Diltiazem hydrochloride"	"90mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	11162002	1
20468	724111000001103	72042020	11984	"Half Beta-Prograne 80mg modified-release capsules (Tillomed Laboratories Ltd)"	"Propranolol hydrochloride"	"80mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"February 2009"	6253001	1
80587	8456711000001106	19772020	1	"Diltiazem 90mg/5ml oral suspension"	"Diltiazem hydrochloride"	"18mg/1ml"	"Oral suspension"	"Oral"	2060200	"Calcium-Channel Blockers"	"April 2020"	19772020	1
46931	275811000001103	56837020	109	"Atenolol 100mg tablets (Actavis UK Ltd)"	"Atenolol"	"100mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"March 2012"	2213011	1
18185	404511000001105	83191020	4373	"Cardicor 7.5mg tablets (Merck Serono Ltd)"	"Bisoprolol fumarate"	"7.5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"February 2009"	10343002	1
55416	9808611000001100	71580020	2	"Propranolol 40mg tablets (Almus Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"40mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"May 2013"	6114009	1
45494	9808311000001104	71577020	86	"Propranolol 10mg tablets (Almus Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"10mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"June 2011"	6113009	1
81595	13161311000001104	34151020	1	"Propranolol 16mg/5ml oral suspension"	"Propranolol hydrochloride"	"3.2mg/1ml"	"Oral suspension"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"September 2020"	34151020	1
47608	640311000001101	97279020	208	"Zemret 300 XL capsules (Tillomed Laboratories Ltd)"	"Diltiazem hydrochloride"	"300mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"August 2012"	17266001	1
84716	121435001000027104	64025020	22	"Bisoprolol 5mg Tablet (Neo Laboratories Ltd)"	"Bisoprolol fumarate"	"5mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"October 2021"	3997009	1
71026	11399511000001104	70257020	0	"Atenolol 100mg tablets (Almus Pharmaceuticals Ltd)"	"Atenolol"	"100mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"December 2017"	5721009	1
61340	19708411000001100	38485020	0	"Bisoprolol 5mg tablets (DE Pharmaceuticals)"	"Bisoprolol fumarate"	"5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"October 2014"	38485020	1
34581	152545001000027104	68132020	1805	"Diltiazem HCl 60mg Modified-release tablet (Kent Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"60mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	5130009	1
40240	246511000001107	49924020	243	"Labetalol 400mg tablets (A A H Pharmaceuticals Ltd)"	"Labetalol hydrochloride"	"400mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"August 2009"	461011	1
12639	70315001000027104	56931020	194	"Diltiazem HCl 90mg Modified-release tablet (Actavis UK Ltd)"	"Diltiazem hydrochloride"	"90mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	2235010	1
2590	317111000001101	72526020	84801	"Tenormin 25mg tablets (AstraZeneca UK Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	6391001	1
81659	28031911000001104	40622021	22	"Diltiazem 180mg modified-release capsules (Ennogen Healthcare Ltd)"	"Diltiazem hydrochloride"	"180mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"September 2020"	40622021	1
753	318474009	64667020	338099	"Metoprolol 100mg tablets"	"Metoprolol tartrate"	"100mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	4173002	1
17783	75195001000027104	57624020	6	"Spiroprop Tablet (Pharmacia Ltd)"	"Spironolactone/Propranolol Hydrochloride"	""	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	2402001	1
16850	144811000001101	83067020	1875	"Angiozem CR 120mg tablets (Ashbourne Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	10295002	1
18379	353011000001101	86144020	2360	"Dilcardia SR 90mg capsules (Mylan)"	"Diltiazem hydrochloride"	"90mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	11680001	1
34188	27395001000027108	51424020	3	"Labetalol 200mg Tablet (Celltech Pharma Europe Ltd)"	"Labetalol hydrochloride"	"200mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	826010	1
81406	17787911000001100	1010020	0	"Atenolol 25mg tablets (Phoenix Healthcare Distribution Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"August 2020"	1010020	1
15619	72255001000027104	57243020	190	"Half-betadur cr 80mg Capsule (Monmouth Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"80mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	2308001	1
5713	318607008	83180020	776266	"Bisoprolol 7.5mg tablets"	"Bisoprolol fumarate"	"7.5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"February 2009"	10340003	1
58974	10740811000001108	1116020	0	"Bisoprolol 2.5mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Bisoprolol fumarate"	"2.5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"March 2014"	1116020	1
34804	212711000001109	53351020	1178	"Propranolol 10mg tablets (Teva UK Ltd)"	"Propranolol hydrochloride"	"10mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"February 2009"	1323009	1
10191	271911000001106	72696020	45396	"Atenix 50 tablets (Ashbourne Pharmaceuticals Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	6438001	1
5284	318512002	65802020	34830	"Pindolol 5mg tablets"	"Pindolol"	"5mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	4484001	1
34890	43455001000027104	53461020	91	"Metoprolol 50mg Tablet (Berk Pharmaceuticals Ltd)"	"Metoprolol tartrate"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	1349009	1
66464	12300711000001104	31704020	2	"Nadolol 40mg/5ml oral solution"	"Nadolol"	"8mg/1ml"	"Oral solution"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"June 2016"	31704020	1
82496	5423011000001107	1876020	97	"Tildiem LA 300mg capsules (Waymade Healthcare Plc)"	"Diltiazem hydrochloride"	"300mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"January 2021"	1876020	1
65986	795211000001104	920020	3	"Propranolol 10mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Propranolol hydrochloride"	"10mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"April 2016"	920020	1
43430	10065011000001102	61274020	298	"Diltiazem 120mg modified-release tablets (A A H Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"September 2010"	3315009	1
45308	9208311000001104	71935020	276	"Verapamil 240mg modified-release tablets (Mylan)"	"Verapamil hydrochloride"	"240mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"May 2011"	6223009	1
7853	318534000	69193020	99676	"Timolol 10mg tablets"	"Timolol maleate"	"10mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	5426001	1
50403	187775001000027104	73571020	0	"Bisoprolol 1.25mg Tablet (Teva UK Ltd)"	"Bisoprolol fumarate"	"1.25mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"January 2013"	6693009	1
38991	13919811000001104	75624020	1	"Bisoprolol 7.5mg tablets (A A H Pharmaceuticals Ltd)"	"Bisoprolol fumarate"	"7.5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"February 2009"	7272009	1
18874	713411000001103	68687020	414	"Disogram SR 180mg capsules (Ranbaxy (UK) Ltd)"	"Diltiazem hydrochloride"	"180mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	5283001	1
33909	10241311000001102	90617020	499	"Congescor 1.25mg tablets (Tillomed Laboratories Ltd)"	"Bisoprolol fumarate"	"1.25mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"February 2009"	13900001	1
24195	734011000001102	68814020	7874	"Antipressan 100mg tablets (Teva UK Ltd)"	"Atenolol"	"100mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	5320002	1
27401	8886211000001101	88981020	673	"Kenzem SR 90mg capsules (Kent Pharma (UK) Ltd)"	"Diltiazem hydrochloride"	"90mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	13069001	1
76547	21911511000001104	47090020	0	"Verapamil 80mg tablets (Waymade Healthcare Plc)"	"Verapamil hydrochloride"	"80mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"June 2019"	47090020	1
24083	853911000001104	62681020	771	"Bisoprolol 5mg tablets (Teva UK Ltd)"	"Bisoprolol fumarate"	"5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"February 2009"	3651009	1
45297	502911000001101	64022020	1	"Propranolol 40mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Propranolol hydrochloride"	"40mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"May 2011"	3996009	1
3342	540111000001108	58870020	474141	"Securon SR 240mg tablets (Mylan)"	"Verapamil hydrochloride"	"240mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	2758001	1
1006	226211000001106	53253020	1005229	"Half Inderal LA 80mg capsules (AstraZeneca UK Ltd)"	"Propranolol hydrochloride"	"80mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"February 2009"	1297001	1
72514	12643411000001100	32551020	2	"Labetalol 1.5mg/5ml oral solution"	"Labetalol hydrochloride"	"300microgram/1ml"	"Oral solution"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"July 2018"	32551020	1
59415	23489711000001108	20140021	5	"Propranolol 40mg tablets (Accord Healthcare Ltd)"	"Propranolol hydrochloride"	"40mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"April 2014"	20140021	1
40761	39701111000001104	97367020	119199	"Nebivolol 2.5mg tablets"	"Nebivolol hydrochloride"	"2.5mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"November 2009"	17312001	1
80588	12027011000001108	30481020	1	"Diltiazem 100mg/5ml oral solution"	"Diltiazem hydrochloride"	"20mg/1ml"	"Oral solution"	"Oral"	2060200	"Calcium-Channel Blockers"	"April 2020"	30481020	1
5296	111165001000027104	62587020	206377	"Tildiem la 300mg Modified-release capsule (Sanofi)"	"Diltiazem hydrochloride"	"300mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	3631002	1
64784	10438411000001104	63960020	0	"Bisoprolol 5mg tablets (Niche Generics Ltd)"	"Bisoprolol fumarate"	"5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"November 2015"	3981009	1
19172	600811000001101	57790020	4948	"Atenolol 25mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	2441009	1
