prodcodeid	dmdid	termfromemis	productname	formulation	routeofadministration	drugsubstancename	substancestrength	bnfchapter	drugissues	BBvar
3995241000033112	"10970311000001105"	"Irbesartan 300mg / Hydrochlorothiazide 25mg tablets"	"Irbesartan 300mg / Hydrochlorothiazide 25mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Irbesartan"	"25.000mg + 300.000mg"	" "	50000	0
897341000033110	"318671008"	"Methyldopa 125mg tablets"	"Methyldopa 125mg tablets"	"Tablet"	"Oral"	"Methyldopa anhydrous"	"125.000mg"	"2050200"	100000	0
3279241000033117	"20092911000001108"	"Enalapril 5mg/5ml oral suspension sugar free"	"Enalapril 5mg/5ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Enalapril maleate"	"1.000mg/1.000ml"	" "	2000	0
3909041000033115	"10270711000001105"	"Olmesartan medoxomil 20mg / Hydrochlorothiazide 25mg tablets"	"Olmesartan medoxomil 20mg / Hydrochlorothiazide 25mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Olmesartan medoxomil"	"25.000mg + 20.000mg"	"2050502"	20000	0
369141000033118	"377566005"	"Co-amilozide 5mg/50mg tablets"	"Co-amilozide 5mg/50mg tablets"	"Tablet"	"Oral"	"Amiloride hydrochloride/ Hydrochlorothiazide"	"5.000mg + 50.000mg"	"2020400"	2000000	0
214441000033117	"318821008"	"Captopril 25mg tablets"	"Captopril 25mg tablets"	"Tablet"	"Oral"	"Captopril"	"25.000mg"	"2050501"	2000000	0
11241000033113	"260211000001104"	"Accuretic 10mg/12.5mg tablets (Pfizer Ltd)"	"Accuretic 10mg/12.5mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Quinapril hydrochloride"	"12.500mg + 10.000mg"	"2050501"	20000	0
11641000033111	"86411000001109"	"Accupro 40mg tablets (Pfizer Ltd)"	"Accupro 40mg tablets"	"Tablet"	"Oral"	"Quinapril hydrochloride"	"40.000mg"	"2050501"	3000	0
492341000033115	"132811000001106"	"Dyazide 50mg/25mg tablets (Advanz Pharma)"	"Dyazide 50mg/25mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Triamterene"	"25.000mg + 50.000mg"	"2020400"	1000000	0
13443441000033116	"38240211000001100"	"Lisoretic 10mg/12.5mg tablets (Bristol Laboratories Ltd)"	"Lisoretic 10mg/12.5mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Lisinopril"	"12.500mg + 10.000mg"	" "	2	0
4021541000033110	"11160211000001101"	"Amlodipine 5mg / Valsartan 160mg tablets"	"Amlodipine 5mg / Valsartan 160mg tablets"	"Tablet"	"Oral"	"Amlodipine besilate/ Valsartan"	"5.000mg + 160.000mg"	"2060200"	30000	0
1552341000033118	"3143111000001100"	"Zestoretic 20 tablets (AstraZeneca UK Ltd)"	"Zestoretic 20 tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Lisinopril"	"12.500mg + 20.000mg"	"2050501"	300000	0
3152641000033113	"7668911000001105"	"Co-Diovan 160mg/25mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Co-Diovan 160mg/25mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Valsartan"	"25.000mg + 160.000mg"	"2050502"	7000	0
6517041000033110	"19877111000001100"	"Ramipril 2.5mg/5ml oral solution sugar free"	"Ramipril 2.5mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Ramipril"	"500.000microgram/1.000ml"	" "	20000	0
7740641000033112	"20478011000001105"	"Amlodipine 10mg/5ml oral solution"	"Amlodipine 10mg/5ml oral solution"	"Oral solution"	"Oral"	"Amlodipine"	"2.000mg/1.000ml"	" "	1000	0
4021841000033112	"11161511000001105"	"Exforge 5mg/160mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Exforge 5mg/160mg tablets"	"Tablet"	"Oral"	"Amlodipine besilate/ Valsartan"	"5.000mg + 160.000mg"	"2060200"	4000	0
3161441000033112	"395521005"	"Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets"	"Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Valsartan"	"12.500mg + 160.000mg"	"2050502"	200000	0
351941000033111	"8792311000001109"	"Co-amilozide 5mg/50mg/5ml oral solution"	"Co-amilozide 5mg/50mg/5ml oral solution"	"Oral solution"	"Oral"	"Amiloride hydrochloride/ Hydrochlorothiazide"	"1.000mg/1.000ml + 10.000mg/1.000ml"	" "	3000	0
370441000033112	"266511000001104"	"Cozaar 25mg tablets (Organon Pharma (UK) Ltd)"	"Cozaar 25mg tablets"	"Tablet"	"Oral"	"Losartan potassium"	"25.000mg"	"2050502"	30000	0
6001041000033115	"8351611000001101"	"Captopril 5mg/5ml oral solution"	"Captopril 5mg/5ml oral solution"	"Oral solution"	"Oral"	"Captopril"	"1.000mg/1.000ml"	" "	2000	0
522841000033111	"318851002"	"Enalapril 5mg tablets"	"Enalapril 5mg tablets"	"Tablet"	"Oral"	"Enalapril maleate"	"5.000mg"	"2050501"	4000000	0
7755041000033110	"449333009"	"Azilsartan medoxomil 80mg tablets"	"Azilsartan medoxomil 80mg tablets"	"Tablet"	"Oral"	"Azilsartan medoxomil"	"80.000mg"	"2050502"	600	0
2101641000033119	"799711000001108"	"Amilamont 5mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)"	"Amilamont 5mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Amiloride hydrochloride"	"1.000mg/1.000ml"	"2020300"	400	0
3283141000033118	"9207711000001100"	"Quinil 5mg tablets (Tillomed Laboratories Ltd)"	"Quinil 5mg tablets"	"Tablet"	"Oral"	"Quinapril hydrochloride"	"5.000mg"	" "	1	0
3161541000033113	"409298002"	"Valsartan 160mg / Hydrochlorothiazide 25mg tablets"	"Valsartan 160mg / Hydrochlorothiazide 25mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Valsartan"	"25.000mg + 160.000mg"	"2050502"	80000	0
5008141000033111	"8346811000001109"	"Captopril 10mg/5ml oral suspension"	"Captopril 10mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Captopril"	"2.000mg/1.000ml"	" "	300	0
4957541000033114	"15148111000001100"	"Losartan 12.5mg tablets"	"Losartan 12.5mg tablets"	"Tablet"	"Oral"	"Losartan potassium"	"12.500mg"	" "	400000	0
370241000033111	"410896007"	"Co-triamterzide 50mg/25mg tablets"	"Co-triamterzide 50mg/25mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Triamterene"	"25.000mg + 50.000mg"	"2020400"	300000	0
8276041000033117	"8671311000001103"	"Perindopril erbumine 4mg/5ml oral suspension"	"Perindopril erbumine 4mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Perindopril erbumine"	"800.000microgram/1.000ml"	" "	600	0
5992641000033112	"8487011000001104"	"Enalapril 5mg/5ml oral suspension"	"Enalapril 5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Enalapril maleate"	"1.000mg/1.000ml"	" "	900	0
216441000033110	"17311000001102"	"Capozide 25mg/50mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Capozide 25mg/50mg tablets"	"Tablet"	"Oral"	"Captopril/ Hydrochlorothiazide"	"50.000mg + 25.000mg"	"2050501"	200000	0
5898941000033112	"8351911000001107"	"Captopril 6.25mg/5ml oral solution"	"Captopril 6.25mg/5ml oral solution"	"Oral solution"	"Oral"	"Captopril"	"1.250mg/1.000ml"	" "	60	0
5566041000033114	"16737911000001105"	"Rawel XL 1.5mg tablets (Consilient Health Ltd)"	"Rawel XL 1.5mg tablets"	"Modified-release tablet"	"Oral"	"Indapamide"	"1.500mg"	" "	200	0
2945841000033112	"221411000001104"	"Ecopace 12.5mg tablets (Advanz Pharma)"	"Ecopace 12.5mg tablets"	"Tablet"	"Oral"	"Captopril"	"12.500mg"	"2050501"	5	0
3162841000033118	"35910111000001106"	"Bendroflumethiazide 2.5mg / Potassium chloride 630mg (potassium 8.4mmol) modified-release tablets"	"Bendroflumethiazide 2.5mg / Potassium chloride 630mg (potassium 8.4mmol) modified-release tablets"	"Modified-release tablet"	"Oral"	"Bendroflumethiazide/ Potassium chloride"	"2.500mg + 630.000mg"	" "	10000	0
2846741000033119	"374667004"	"Perindopril erbumine 8mg tablets"	"Perindopril erbumine 8mg tablets"	"Tablet"	"Oral"	"Perindopril erbumine"	"8.000mg"	"2050501"	8000000	0
2040841000033113	"401211000001105"	"Teveten 300mg tablets (Mylan)"	"Teveten 300mg tablets"	"Tablet"	"Oral"	"Eprosartan mesilate"	"300.000mg"	"2050502"	8000	0
2864241000033110	"3806311000001109"	"MicardisPlus 40mg/12.5mg tablets (Boehringer Ingelheim Ltd)"	"MicardisPlus 40mg/12.5mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Telmisartan"	"12.500mg + 40.000mg"	"2050502"	20000	0
6180941000033117	"18987311000001103"	"Sevikar HCT 40mg/5mg/25mg tablets (Daiichi Sankyo UK Ltd)"	"Sevikar HCT 40mg/5mg/25mg tablets"	"Tablet"	"Oral"	"Amlodipine besilate/ Hydrochlorothiazide/ Olmesartan medoxomil"	"5.000mg + 25.000mg + 40.000mg"	"2050502"	1000	0
57341000033115	"712211000001108"	"Amilmaxco 5mg/50mg tablets (Ashbourne Pharmaceuticals Ltd)"	"Amilmaxco 5mg/50mg tablets"	"Tablet"	"Oral"	"Amiloride hydrochloride/ Hydrochlorothiazide"	"5.000mg + 50.000mg"	" "	8000	0
3038041000033111	"39732011000001102"	"Amlodipine 5mg tablets"	"Amlodipine 5mg tablets"	"Tablet"	"Oral"	"Amlodipine"	"5.000mg"	"2060200"	60000000	0
1769841000033111	"318906001"	"Ramipril 10mg capsules"	"Ramipril 10mg capsules"	"Capsule"	"Oral"	"Ramipril"	"10.000mg"	"2050501"	40000000	0
172341000033112	"33911000001104"	"Burinex A 5mg/1mg tablets (LEO Pharma)"	"Burinex A 5mg/1mg tablets"	"Tablet"	"Oral"	"Amiloride hydrochloride/ Bumetanide"	"5.000mg + 1.000mg"	" "	400000	0
13344441000033112	"38019311000001102"	"Lacidipine 6mg tablets"	"Lacidipine 6mg tablets"	"Tablet"	"Oral"	"Lacidipine"	"6.000mg"	" "	800	0
3161741000033117	"318959004"	"Losartan 50mg / Hydrochlorothiazide 12.5mg tablets"	"Losartan 50mg / Hydrochlorothiazide 12.5mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Losartan potassium"	"12.500mg + 50.000mg"	"2050502"	400000	0
59341000033111	"857411000001100"	"Amias 4mg tablets (Takeda UK Ltd)"	"Amias 4mg tablets"	"Tablet"	"Oral"	"Candesartan cilexetil"	"4.000mg"	"2050502"	60000	0
523541000033115	"318850001"	"Enalapril 2.5mg tablets"	"Enalapril 2.5mg tablets"	"Tablet"	"Oral"	"Enalapril maleate"	"2.500mg"	"2050501"	2000000	0
13812841000033112	"39565011000001104"	"Chlortalidone 12.5mg tablets"	"Chlortalidone 12.5mg tablets"	"Tablet"	"Oral"	"Chlortalidone"	"12.500mg"	" "	30	0
5971941000033118	"14159411000001106"	"Losartan 50mg/5ml oral solution"	"Losartan 50mg/5ml oral solution"	"Oral solution"	"Oral"	"Losartan potassium"	"10.000mg/1.000ml"	" "	600	0
9108141000033110	"23707511000001102"	"Captopril 5mg/5ml oral solution sugar free"	"Captopril 5mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Captopril"	"1.000mg/1.000ml"	"2050501"	7000	0
5971841000033114	"15451211000001101"	"Losartan 100mg/5ml oral suspension"	"Losartan 100mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Losartan potassium"	"20.000mg/1.000ml"	" "	100	0
376741000033115	"318137000"	"Co-amilofruse 10mg/80mg tablets"	"Co-amilofruse 10mg/80mg tablets"	"Tablet"	"Oral"	"Amiloride hydrochloride/ Furosemide"	"10.000mg + 80.000mg"	"2020400"	70000	0
3083241000033117	"317920005"	"Bendroflumethiazide 5mg tablets"	"Bendroflumethiazide 5mg tablets"	"Tablet"	"Oral"	"Bendroflumethiazide"	"5.000mg"	"2020100"	6000000	0
851841000033117	"318955005"	"Losartan 25mg tablets"	"Losartan 25mg tablets"	"Tablet"	"Oral"	"Losartan potassium"	"25.000mg"	"2050502"	5000000	0
4454041000033111	"13454411000001108"	"Perindopril arginine 5mg tablets"	"Perindopril arginine 5mg tablets"	"Tablet"	"Oral"	"Perindopril arginine"	"5.000mg"	"2050501"	50000	0
6180741000033115	"18986711000001102"	"Sevikar HCT 40mg/5mg/12.5mg tablets (Daiichi Sankyo UK Ltd)"	"Sevikar HCT 40mg/5mg/12.5mg tablets"	"Tablet"	"Oral"	"Amlodipine besilate/ Hydrochlorothiazide/ Olmesartan medoxomil"	"5.000mg + 12.500mg + 40.000mg"	"2050502"	4000	0
5971441000033111	"8622211000001103"	"Lisinopril 2.5mg/5ml oral suspension"	"Lisinopril 2.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Lisinopril"	"500.000microgram/1.000ml"	" "	100	0
1093941000033116	"562711000001104"	"Plendil 2.5mg modified-release tablets (AstraZeneca UK Ltd)"	"Plendil 2.5mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"2.500mg"	"2060200"	60000	0
1149241000033111	"318885001"	"Quinapril 5mg tablets"	"Quinapril 5mg tablets"	"Tablet"	"Oral"	"Quinapril hydrochloride"	"5.000mg"	"2050501"	100000	0
2720241000033110	"245811000001102"	"Cozaar 100mg tablets (Organon Pharma (UK) Ltd)"	"Cozaar 100mg tablets"	"Tablet"	"Oral"	"Losartan potassium"	"100.000mg"	"2050502"	50000	0
214141000033113	"134511000001103"	"Capoten 12.5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Capoten 12.5mg tablets"	"Tablet"	"Oral"	"Captopril"	"12.500mg"	"2050501"	100000	0
12988441000033112	"36812711000001103"	"Lorvacs XL 1.5mg tablets (Torrent Pharma (UK) Ltd)"	"Lorvacs XL 1.5mg tablets"	"Modified-release tablet"	"Oral"	"Indapamide"	"1.500mg"	" "	100	0
12107141000033116	"10448811000001101"	"Catapres TTS 1 patches (Imported (Germany))"	"Catapres TTS 1 patches"	"Transdermal patch"	" "	"Clonidine"	"100.000microgram/24.000hour"	" "	80	0
5900141000033118	"8398511000001100"	"Clonidine 50micrograms/5ml oral solution"	"Clonidine 50micrograms/5ml oral solution"	"Oral solution"	"Oral"	"Clonidine hydrochloride"	"10.000microgram/1.000ml"	" "	3000	0
1918741000033115	"578511000001100"	"Pralenal 5 tablets (Opus Pharmaceuticals Ltd)"	"Pralenal 5 tablets"	"Tablet"	"Oral"	"Enalapril maleate"	"5.000mg"	"2050501"	200	0
569141000033116	"39020611000001109"	"Felodipine 5mg modified-release tablets"	"Felodipine 5mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"5.000mg"	"2060200"	8000000	0
1387441000033115	"348111000001107"	"Staril 20mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Staril 20mg tablets"	"Tablet"	"Oral"	"Fosinopril sodium"	"20.000mg"	" "	40000	0
8263541000033111	"21939811000001102"	"Perindopril tosilate 10mg tablets"	"Perindopril tosilate 10mg tablets"	"Tablet"	"Oral"	"Perindopril tosilate"	"10.000mg"	" "	1000	0
6044641000033119	"8622311000001106"	"Lisinopril 20mg/5ml oral solution"	"Lisinopril 20mg/5ml oral solution"	"Oral solution"	"Oral"	"Lisinopril"	"4.000mg/1.000ml"	" "	300	0
3177441000033110	"4972811000001103"	"Felogen XL 5mg tablets (Mylan)"	"Felogen XL 5mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"5.000mg"	"2060200"	500	0
377541000033114	"48211000001104"	"Coversyl 2mg tablets (Servier Laboratories Ltd)"	"Coversyl 2mg tablets"	"Tablet"	"Oral"	"Perindopril erbumine"	"2.000mg"	"2050501"	60000	0
8263341000033116	"21939911000001107"	"Perindopril tosilate 2.5mg tablets"	"Perindopril tosilate 2.5mg tablets"	"Tablet"	"Oral"	"Perindopril tosilate"	"2.500mg"	" "	70	0
5992541000033111	"8486911000001103"	"Enalapril 5mg/5ml oral solution"	"Enalapril 5mg/5ml oral solution"	"Oral solution"	"Oral"	"Enalapril maleate"	"1.000mg/1.000ml"	" "	2000	0
3154841000033119	"7887011000001104"	"Cardioplen XL 5mg tablets (Chiesi Ltd)"	"Cardioplen XL 5mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"5.000mg"	"2060200"	400000	0
3034341000033117	"5638311000001102"	"Vascalpha 5mg modified-release tablets (Accord Healthcare Ltd)"	"Vascalpha 5mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"5.000mg"	"2060200"	7000	0
953141000033119	"456611000001108"	"Natrilix SR 1.5mg tablets (Servier Laboratories Ltd)"	"Natrilix SR 1.5mg tablets"	"Modified-release tablet"	"Oral"	"Indapamide"	"1.500mg"	"2020100"	200000	0
4954341000033111	"12639511000001103"	"Irbesartan 300mg/5ml oral suspension"	"Irbesartan 300mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Irbesartan"	"60.000mg/1.000ml"	" "	400	0
8961241000033112	"23682011000001102"	"Noyada 5mg/5ml oral solution (Martindale Pharmaceuticals Ltd)"	"Noyada 5mg/5ml oral solution"	"Oral solution"	"Oral"	"Captopril"	"1.000mg/1.000ml"	"2050501"	100	0
4456241000033111	"8528611000001105"	"Hydralazine 10mg/5ml oral suspension"	"Hydralazine 10mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Hydralazine hydrochloride"	"2.000mg/1.000ml"	" "	200	0
1918841000033113	"761411000001101"	"Pralenal 10 tablets (Opus Pharmaceuticals Ltd)"	"Pralenal 10 tablets"	"Tablet"	"Oral"	"Enalapril maleate"	"10.000mg"	"2050501"	100	0
464341000033111	"344511000001105"	"Dixarit 25microgram tablets (Boehringer Ingelheim Ltd)"	"Dixarit 25microgram tablets"	"Tablet"	"Oral"	"Clonidine hydrochloride"	"25.000microgram"	"4070402"	300000	0
5969841000033119	"12538711000001107"	"Hydrochlorothiazide 5mg/5ml oral solution"	"Hydrochlorothiazide 5mg/5ml oral solution"	"Oral solution"	"Oral"	"Hydrochlorothiazide"	"1.000mg/1.000ml"	" "	90	0
817541000033119	"319300008"	"Lacidipine 2mg tablets"	"Lacidipine 2mg tablets"	"Tablet"	"Oral"	"Lacidipine"	"2.000mg"	"2060200"	1000000	0
6181041000033110	"18987611000001108"	"Sevikar HCT 40mg/10mg/25mg tablets (Daiichi Sankyo UK Ltd)"	"Sevikar HCT 40mg/10mg/25mg tablets"	"Tablet"	"Oral"	"Amlodipine besilate/ Hydrochlorothiazide/ Olmesartan medoxomil"	"10.000mg + 25.000mg + 40.000mg"	"2050502"	5000	0
5898841000033116	"8347211000001105"	"Captopril 12.5mg/5ml oral suspension"	"Captopril 12.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Captopril"	"2.500mg/1.000ml"	" "	30	0
2946041000033114	"767911000001101"	"Ecopace 50mg tablets (Advanz Pharma)"	"Ecopace 50mg tablets"	"Tablet"	"Oral"	"Captopril"	"50.000mg"	"2050501"	1	0
176841000033116	"291111000001102"	"Cardene 30mg capsules (Astellas Pharma Ltd)"	"Cardene 30mg capsules"	"Capsule"	"Oral"	"Nicardipine hydrochloride"	"30.000mg"	"2060200"	30000	0
10841000033119	"660111000001107"	"Acepril 12.5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Acepril 12.5mg tablets"	"Tablet"	"Oral"	"Captopril"	"12.500mg"	"2050501"	20000	0
8264941000033119	"4093211000001109"	"Triapin 2.5mg/2.5mg modified-release tablets (Sanofi)"	"Triapin 2.5mg/2.5mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Felodipine/ Ramipril"	"2.500mg + 2.500mg"	"2050501"	300	0
609141000033111	"318909008"	"Fosinopril 10mg tablets"	"Fosinopril 10mg tablets"	"Tablet"	"Oral"	"Fosinopril sodium"	"10.000mg"	"2050501"	400000	0
2945941000033116	"817411000001108"	"Ecopace 25mg tablets (Advanz Pharma)"	"Ecopace 25mg tablets"	"Tablet"	"Oral"	"Captopril"	"25.000mg"	"2050501"	8	0
3136141000033118	"7385711000001106"	"Caralpha 20mg/12.5mg tablets (Actavis UK Ltd)"	"Caralpha 20mg/12.5mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Lisinopril"	"12.500mg + 20.000mg"	" "	8	0
2928441000033115	"597511000001109"	"Tensopril 25mg tablets (Teva UK Ltd)"	"Tensopril 25mg tablets"	"Tablet"	"Oral"	"Captopril"	"25.000mg"	"2050501"	60	0
4424841000033117	"13094111000001102"	"Cozaar-Comp 100mg/12.5mg tablets (Organon Pharma (UK) Ltd)"	"Cozaar-Comp 100mg/12.5mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Losartan potassium"	"12.500mg + 100.000mg"	" "	5000	0
8869441000033119	"23471511000001106"	"Perindopril erbumine 4mg/5ml oral solution"	"Perindopril erbumine 4mg/5ml oral solution"	"Oral solution"	"Oral"	"Perindopril erbumine"	"800.000microgram/1.000ml"	" "	500	0
41041000033111	"73611000001108"	"Aldomet 500mg tablets (Aspen Pharma Trading Ltd)"	"Aldomet 500mg tablets"	"Tablet"	"Oral"	"Methyldopa anhydrous"	"500.000mg"	"2050200"	30000	0
3151841000033117	"8306811000001101"	"Bendroflumethiazide 2.5mg/5ml oral suspension"	"Bendroflumethiazide 2.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Bendroflumethiazide"	"500.000microgram/1.000ml"	" "	10000	0
217041000033116	"3143511000001109"	"Carace 20 Plus tablets (Organon Pharma (UK) Ltd)"	"Carace 20 Plus tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Lisinopril"	"12.500mg + 20.000mg"	"2050501"	30000	0
2656341000033110	"8351811000001102"	"Captopril 5mg/5ml oral suspension"	"Captopril 5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Captopril"	"1.000mg/1.000ml"	" "	6000	0
13443541000033120	"38240011000001105"	"Lisoretic 20mg/12.5mg tablets (Bristol Laboratories Ltd)"	"Lisoretic 20mg/12.5mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Lisinopril"	"12.500mg + 20.000mg"	" "	3	0
4021441000033114	"11160311000001109"	"Amlodipine 5mg / Valsartan 80mg tablets"	"Amlodipine 5mg / Valsartan 80mg tablets"	"Tablet"	"Oral"	"Amlodipine besilate/ Valsartan"	"5.000mg + 80.000mg"	"2060200"	40000	0
5576341000033118	"5008911000001100"	"Folpik XL 10mg tablets (Teva UK Ltd)"	"Folpik XL 10mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"10.000mg"	" "	1000	0
7755341000033112	"20351811000001102"	"Edarbi 80mg tablets (Takeda UK Ltd)"	"Edarbi 80mg tablets"	"Tablet"	"Oral"	"Azilsartan medoxomil"	"80.000mg"	"2050502"	90	0
12684041000033114	"36392711000001102"	"Clonidine 50micrograms/5ml oral solution sugar free"	"Clonidine 50micrograms/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Clonidine hydrochloride"	"10.000microgram/1.000ml"	" "	4000	0
769741000033118	"424311000001108"	"Nindaxa 2.5 tablets (Ashbourne Pharmaceuticals Ltd)"	"Nindaxa 2.5 tablets"	"Tablet"	"Oral"	"Indapamide hemihydrate"	"2.500mg"	"2020100"	4000	0
13441000033110	"582611000001106"	"Accupro 5mg tablets (Pfizer Ltd)"	"Accupro 5mg tablets"	"Tablet"	"Oral"	"Quinapril hydrochloride"	"5.000mg"	"2050501"	20000	0
4897741000033118	"15773511000001108"	"Amlodipine 1.5mg/5ml oral suspension"	"Amlodipine 1.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Amlodipine"	"300.000microgram/1.000ml"	" "	200	0
522741000033118	"318855006"	"Enalapril 20mg tablets"	"Enalapril 20mg tablets"	"Tablet"	"Oral"	"Enalapril maleate"	"20.000mg"	"2050501"	6000000	0
2980041000033115	"4785511000001107"	"Felotens XL 10mg tablets (Thornton & Ross Ltd)"	"Felotens XL 10mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"10.000mg"	"2060200"	100000	0
3163341000033119	"318176004"	"Felodipine 2.5mg modified-release / Ramipril 2.5mg tablets"	"Felodipine 2.5mg modified-release / Ramipril 2.5mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine/ Ramipril"	"2.500mg + 2.500mg"	"2050501"	8000	0
7754941000033110	"449109006"	"Azilsartan medoxomil 40mg tablets"	"Azilsartan medoxomil 40mg tablets"	"Tablet"	"Oral"	"Azilsartan medoxomil"	"40.000mg"	"2050502"	800	0
1274641000033111	"878911000001106"	"Secadrex 200mg/12.5mg tablets (Sanofi)"	"Secadrex 200mg/12.5mg tablets"	"Tablet"	"Oral"	"Acebutolol hydrochloride/ Hydrochlorothiazide"	"200.000mg + 12.500mg"	" "	20000	0
1552041000033115	"593111000001108"	"Zestril 2.5mg tablets (AstraZeneca UK Ltd)"	"Zestril 2.5mg tablets"	"Tablet"	"Oral"	"Lisinopril"	"2.500mg"	"2050501"	100000	0
5887841000033118	"8720411000001108"	"Ramipril 10mg/5ml oral solution"	"Ramipril 10mg/5ml oral solution"	"Oral solution"	"Oral"	"Ramipril"	"2.000mg/1.000ml"	" "	600	0
4429241000033115	"13127311000001107"	"Felotens XL 2.5mg tablets (Thornton & Ross Ltd)"	"Felotens XL 2.5mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"2.500mg"	"2060200"	30000	0
9121641000033116	"7387911000001103"	"Parmid XL 5mg tablets (Sandoz Ltd)"	"Parmid XL 5mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"5.000mg"	" "	9	0
8263441000033110	"21940111000001100"	"Perindopril tosilate 5mg tablets"	"Perindopril tosilate 5mg tablets"	"Tablet"	"Oral"	"Perindopril tosilate"	"5.000mg"	" "	300	0
13740241000033120	"38955411000001109"	"Enalapril 20mg tablets (Imported)"	"Enalapril 20mg tablets"	"Tablet"	" "	"Enalapril maleate"	"20.000mg"	" "	1	0
4521641000033114	"8090111000001106"	"Neofel XL 5mg tablets (Kent Pharma (UK) Ltd)"	"Neofel XL 5mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"5.000mg"	"2060200"	200	0
4021941000033116	"11160711000001108"	"Exforge 10mg/160mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Exforge 10mg/160mg tablets"	"Tablet"	"Oral"	"Amlodipine besilate/ Valsartan"	"10.000mg + 160.000mg"	"2060200"	4000	0
3159841000033118	"7948911000001100"	"Lopace 5mg capsules (Discovery Pharmaceuticals)"	"Lopace 5mg capsules"	"Capsule"	"Oral"	"Ramipril"	"5.000mg"	"2050501"	50000	0
9105241000033114	"23985011000001108"	"Perindopril erbumine 4mg / Amlodipine 5mg tablets"	"Perindopril erbumine 4mg / Amlodipine 5mg tablets"	"Tablet"	"Oral"	"Amlodipine besilate/ Perindopril erbumine"	"5.000mg + 4.000mg"	" "	1000	0
12877141000033120	"414426001"	"Hydralazine 10mg tablets"	"Hydralazine 10mg tablets"	"Tablet"	"Oral"	"Hydralazine hydrochloride"	"10.000mg"	" "	30	0
2928841000033117	"3800311000001106"	"Cabren 2.5mg modified-release tablets (Teva UK Ltd)"	"Cabren 2.5mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"2.500mg"	" "	300	0
9121741000033112	"7388311000001103"	"Parmid XL 10mg tablets (Sandoz Ltd)"	"Parmid XL 10mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"10.000mg"	" "	8	0
