prodcodeid	dmdid	termfromemis	productname	formulation	routeofadministration	drugsubstancename	substancestrength	bnfchapter	drugissues	BBvar
5376441000033114	"16458411000001107"	"Timolol 10mg / Amiloride 2.5mg / Hydrochlorothiazide 25mg tablets (Essential Generics Ltd)"	"Timolol 10mg / Amiloride 2.5mg / Hydrochlorothiazide 25mg tablets"	"Tablet"	"Oral"	"Amiloride hydrochloride/ Hydrochlorothiazide/ Timolol maleate"	"2.500mg + 25.000mg + 10.000mg"	" "	900	1
1425541000033114	"298311000001107"	"Tenchlor 100mg/25mg tablets (Teva UK Ltd)"	"Tenchlor 100mg/25mg tablets"	"Tablet"	"Oral"	"Atenolol/ Chlortalidone"	"100.000mg + 25.000mg"	" "	2000	1
372841000033114	"3853411000001104"	"Co-Betaloc SA tablets (Pfizer Ltd)"	"Co-Betaloc SA tablets"	"Modified-release tablet"	"Oral"	"Hydrochlorothiazide/ Metoprolol tartrate"	"25.000mg + 200.000mg"	" "	5000	1
375541000033117	"4057911000001102"	"Corgaretic 80mg tablets (Sanofi-Synthelabo Ltd)"	"Corgaretic 80mg tablets"	"Tablet"	"Oral"	"Bendroflumethiazide/ Nadolol"	"5.000mg + 80.000mg"	" "	8000	1
756641000033114	"333111000001104"	"Inderetic 80mg/2.5mg capsules (AstraZeneca UK Ltd)"	"Inderetic 80mg/2.5mg capsules"	"Capsule"	"Oral"	"Bendroflumethiazide/ Propranolol hydrochloride"	"2.500mg + 80.000mg"	" "	40000	1
793741000033117	"237011000001100"	"Kalten capsules (M & A Pharmachem Ltd)"	"Kalten capsules"	"Capsule"	"Oral"	"Amiloride hydrochloride/ Atenolol/ Hydrochlorothiazide"	"2.500mg + 50.000mg + 25.000mg"	"2040000"	100000	1
92441000033119	"629011000001109"	"Atenix Co 50 tablets (Ashbourne Pharmaceuticals Ltd)"	"Atenix Co 50 tablets"	"Tablet"	"Oral"	"Atenolol/ Chlortalidone"	"50.000mg + 12.500mg"	"2040000"	3000	1
937341000033111	"4542911000001104"	"Monozide 10 tablets (Wyeth Pharmaceuticals)"	"Monozide 10 tablets"	"Tablet"	"Oral"	"Bisoprolol fumarate/ Hydrochlorothiazide"	"10.000mg + 6.250mg"	" "	3000	1
372741000033116	"2977611000001106"	"Co-Betaloc tablets (Pfizer Ltd)"	"Co-Betaloc tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Metoprolol tartrate"	"12.500mg + 100.000mg"	" "	40000	1
376441000033110	"318575007"	"Co-tenidone 50mg/12.5mg tablets"	"Co-tenidone 50mg/12.5mg tablets"	"Tablet"	"Oral"	"Atenolol/ Chlortalidone"	"50.000mg + 12.500mg"	"2040000"	2000000	1
