prodcodeid	dmdid	termfromemis	productname	formulation	routeofadministration	drugsubstancename	substancestrength	bnfchapter	drugissues
808541000033116	"703911000001109"	"Ladropen 500mg capsules (Teva UK Ltd)"	"Ladropen 500mg capsules"	"Capsule"	"Oral"	"Flucloxacillin sodium"	"500.000mg"	"5010102"	1000
12428241000033118	"34940611000001101"	"Cetraxal 2mg/ml ear drops 0.25ml unit dose (Aspire Pharma Ltd)"	"Cetraxal 2mg/ml ear drops 0.25ml unit dose"	"Ear drops"	"Auricular"	"Ciprofloxacin hydrochloride"	"2.000mg/1.000ml"	" "	1000
796941000033114	"362611000001105"	"Keflex 500mg capsules (Flynn Pharma Ltd)"	"Keflex 500mg capsules"	"Capsule"	"Oral"	"Cefalexin"	"500.000mg"	"5010201"	30000
1705841000033113	"2849711000001102"	"Vibramycin Acne Pack 50mg capsules (Pfizer Ltd)"	"Vibramycin Acne Pack 50mg capsules"	"Capsule"	"Oral"	"Doxycycline hyclate"	"50.000mg"	" "	4000
1582941000033113	"324602005"	"Ciprofloxacin 250mg/5ml oral suspension"	"Ciprofloxacin 250mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Ciprofloxacin"	"50.000mg/1.000ml"	"5011200"	80000
55641000033117	"774011000001100"	"Amix 125 oral suspension (Ashbourne Pharmaceuticals Ltd)"	"Amix 125 oral suspension"	"Oral suspension"	"Oral"	"Amoxicillin trihydrate"	"25.000mg/1.000ml"	"5010103"	40000
259641000033114	"455911000001109"	"Ciproxin 250mg tablets (Bayer Plc)"	"Ciproxin 250mg tablets"	"Tablet"	"Oral"	"Ciprofloxacin hydrochloride"	"250.000mg"	"5011200"	200000
1026541000033111	"324095003"	"Oxytetracycline 250mg tablets"	"Oxytetracycline 250mg tablets"	"Tablet"	"Oral"	"Oxytetracycline dihydrate"	"250.000mg"	"5010300"	6000000
857741000033118	"435911000001105"	"Magnapen 250mg/250mg capsules (Wockhardt UK Ltd)"	"Magnapen 250mg/250mg capsules"	"Capsule"	"Oral"	"Ampicillin trihydrate/ Flucloxacillin sodium"	"250.000mg + 250.000mg"	"5010103"	200000
1626141000033110	"36038911000001106"	"Levofloxacin 500mg/100ml solution for infusion vials"	"Levofloxacin 500mg/100ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"Levofloxacin hemihydrate"	"5.000mg/1.000ml"	"5011200"	20
3838541000033117	"9742311000001103"	"Clarithromycin 125mg granules straws"	"Clarithromycin 125mg granules straws"	"Granules"	"Oral"	"Clarithromycin"	"125.000mg"	"5010500"	700
625941000033118	"874611000001105"	"Galenamox 125mg/5ml oral suspension (Galen Ltd)"	"Galenamox 125mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Amoxicillin trihydrate"	"25.000mg/1.000ml"	"5010103"	20000
232341000033112	"96011000001104"	"Ceporex 125mg/5ml syrup (Strides Pharma UK Ltd)"	"Ceporex 125mg/5ml syrup"	"Oral suspension"	"Oral"	"Cefalexin"	"25.000mg/1.000ml"	"5010201"	20000
13300741000033118	"324181004"	"Erythromycin stearate 500mg tablets"	"Erythromycin stearate 500mg tablets"	"Tablet"	"Oral"	"Erythromycin stearate"	"500.000mg"	"5010500"	3000
1002641000033117	"324620001"	"Ofloxacin 400mg tablets"	"Ofloxacin 400mg tablets"	"Tablet"	"Oral"	"Ofloxacin"	"400.000mg"	"5011200"	200000
12395741000033120	"34769611000001109"	"Flucloxacillin 2g powder for solution for injection vials"	"Flucloxacillin 2g powder for solution for injection vials"	"Powder for solution for injection"	"Intravenous/ Intramuscular"	"Flucloxacillin sodium"	"2.000gram"	" "	8
46141000033118	"644811000001100"	"Amix 250 capsules (Ashbourne Pharmaceuticals Ltd)"	"Amix 250 capsules"	"Capsule"	"Oral"	"Amoxicillin trihydrate"	"250.000mg"	"5010103"	60000
254241000033110	"36141011000001108"	"Ciprofloxacin 200mg/100ml infusion bags"	"Ciprofloxacin 200mg/100ml infusion bags"	"Infusion"	"Intravenous"	"Ciprofloxacin lactate"	"2.000mg/1.000ml"	"5011200"	20
44141000033112	"709311000001106"	"Amoxil 500mg capsules (GlaxoSmithKline UK Ltd)"	"Amoxil 500mg capsules"	"Capsule"	"Oral"	"Amoxicillin trihydrate"	"500.000mg"	"5010103"	300000
220941000033113	"904711000001102"	"Ceporex 250mg capsules (Strides Pharma UK Ltd)"	"Ceporex 250mg capsules"	"Capsule"	"Oral"	"Cefalexin"	"250.000mg"	"5010201"	50000
5697141000033117	"7322311000001107"	"Co-amoxiclav 250mg/62mg/5ml oral suspension"	"Co-amoxiclav 250mg/62mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Amoxicillin trihydrate/ Potassium clavulanate"	"50.000mg/1.000ml + 12.500mg/1.000ml"	"5010103"	30000
94841000033111	"169511000001107"	"Augmentin-Duo 400/57 oral suspension (GlaxoSmithKline UK Ltd)"	"Augmentin-Duo 400/57 oral suspension"	"Oral suspension"	"Oral"	"Amoxicillin trihydrate/ Potassium clavulanate"	"80.000mg/1.000ml + 11.400mg/1.000ml"	"5010103"	60000
258741000033114	"417611000001101"	"Ciproxin 500mg tablets (Bayer Plc)"	"Ciproxin 500mg tablets"	"Tablet"	"Oral"	"Ciprofloxacin hydrochloride"	"500.000mg"	"5011200"	90000
225841000033112	"323824004"	"Cefotaxime 500mg powder for solution for injection vials"	"Cefotaxime 500mg powder for solution for injection vials"	"Powder for solution for injection"	"Intravenous/ Intramuscular"	"Cefotaxime sodium"	"500.000mg"	"5010201"	200
590241000033119	"323484009"	"Flucloxacillin 125mg/5ml oral solution"	"Flucloxacillin 125mg/5ml oral solution"	"Oral solution"	"Oral"	"Flucloxacillin sodium"	"25.000mg/1.000ml"	"5010102"	1000000
429741000033115	"917911000001109"	"Deteclo 300mg tablets (Mercury Pharma Group Ltd)"	"Deteclo 300mg tablets"	"Tablet"	"Oral"	"Chlortetracycline hydrochloride/ Demeclocycline hydrochloride/ Tetracycline hydrochloride"	"115.400mg + 69.200mg + 115.400mg"	" "	80000
232541000033117	"3234011000001103"	"Ceporex 500mg/5ml syrup (Strides Pharma UK Ltd)"	"Ceporex 500mg/5ml syrup"	"Oral suspension"	"Oral"	"Cefalexin"	"100.000mg/1.000ml"	"5010201"	1000
13418641000033116	"10153111000001102"	"Benzathine benzylpenicillin 1.2million unit powder and solvent for suspension for injection vials"	"Benzathine benzylpenicillin 1.2million unit powder and solvent for suspension for injection vials"	"Powder and solvent for suspension for injection"	"Intramuscular"	"Benzathine benzylpenicillin"	"1.200mega u + 1.200mega unit"	" "	30
1026741000033115	"3348411000001109"	"Oxymycin 250mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Oxymycin 250mg tablets"	"Tablet"	"Oral"	"Oxytetracycline dihydrate"	"250.000mg"	"13060200"	100
1554741000033113	"4530311000001103"	"Zinacef 1.5g powder for injection vials (GlaxoSmithKline UK Ltd)"	"Zinacef 1.5g powder for injection vials"	" Powder for injection"	"Intravenous"	"Cefuroxime sodium"	"1.500gram"	"5010201"	9
56041000033119	"689711000001103"	"Amoxil 250mg/5ml syrup sucrose free (GlaxoSmithKline UK Ltd)"	"Amoxil 250mg/5ml syrup sucrose free"	"Oral suspension"	"Oral"	"Amoxicillin trihydrate"	"50.000mg/1.000ml"	" "	90000
92741000033114	"549911000001100"	"Augmentin Intravenous 600mg powder for solution for injection vials (GlaxoSmithKline UK Ltd)"	"Augmentin Intravenous 600mg powder for solution for injection vials"	"Powder for solution for injection"	"Intravenous"	"Amoxicillin sodium/ Potassium clavulanate"	"500.000mg + 100.000mg"	"5010103"	80
317741000033113	"39021311000001109"	"Co-amoxiclav 250mg/125mg dispersible tablets sugar free"	"Co-amoxiclav 250mg/125mg dispersible tablets sugar free"	"Dispersible tablet"	"Oral"	"Amoxicillin trihydrate/ Potassium clavulanate"	"250.000mg + 125.000mg"	"5010103"	100000
1671741000033118	"161011000001103"	"Respillin 250mg capsules (Kent Pharma (UK) Ltd)"	"Respillin 250mg capsules"	"Capsule"	"Oral"	"Amoxicillin trihydrate"	"250.000mg"	" "	200
45441000033117	"500511000001107"	"Amoram 250mg capsules (LPC Medical (UK) Ltd)"	"Amoram 250mg capsules"	"Capsule"	"Oral"	"Amoxicillin trihydrate"	"250.000mg"	"5010103"	10000
1081941000033116	"323416001"	"Phenoxymethylpenicillin 250mg tablets"	"Phenoxymethylpenicillin 250mg tablets"	"Tablet"	"Oral"	"Phenoxymethylpenicillin potassium"	"250.000mg"	"5010101"	10000000
13707941000033116	"38726811000001109"	"Amoxicillin 1g dispersible tablets sugar free"	"Amoxicillin 1g dispersible tablets sugar free"	"Dispersible tablet"	"Oral"	"Amoxicillin trihydrate"	"1.000gram"	" "	60
228941000033111	"323874002"	"Cefuroxime 125mg granules sachets"	"Cefuroxime 125mg granules sachets"	"Granules"	"Oral"	"Cefuroxime axetil"	"125.000mg"	" "	200
537341000033119	"108811000001104"	"Erythroped SF 250mg/5ml oral suspension (Advanz Pharma)"	"Erythroped SF 250mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Erythromycin ethyl succinate"	"50.000mg/1.000ml"	"5010500"	100000
260241000033112	"39687511000001109"	"Ciprofloxacin 250mg tablets"	"Ciprofloxacin 250mg tablets"	"Tablet"	"Oral"	"Ciprofloxacin hydrochloride"	"250.000mg"	"5011200"	2000000
3079441000033114	"323737008"	"Amoxicillin 250mg powder for solution for injection vials"	"Amoxicillin 250mg powder for solution for injection vials"	"Powder for solution for injection"	"Intramuscular/ Intravenous"	"Amoxicillin sodium"	"250.000mg"	"5010103"	500
534141000033113	"759811000001108"	"Erymax 250mg gastro-resistant capsules (Teva UK Ltd)"	"Erymax 250mg gastro-resistant capsules"	"Gastro-resistant capsule"	"Oral"	"Erythromycin"	"250.000mg"	"5010500"	200000
584441000033114	"324711000001103"	"Floxapen 500mg powder for solution for injection vials (GlaxoSmithKline UK Ltd)"	"Floxapen 500mg powder for solution for injection vials"	"Powder for solution for injection"	"Intraarticular/ Intravenous/ Intramuscular/ Intrapleural/ Inhalation"	"Flucloxacillin sodium"	"500.000mg"	"5010102"	80
