prodcode	dmdcode	gemscriptcode	therapyevents	productname	ingredient	strength	formulation	routeofadministration	bnfchapter	bnftext	database_build	unclearnumber
52158	9033411000001104	5882020	0	"Clarithromycin 250mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Clarithromycin"	"250mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"January 2013"	5882020
17703	3347011000001101	71404020	6325	"Oxytetramix 250 tablets (Ashbourne Pharmaceuticals Ltd)"	"Oxytetracycline dihydrate"	"250mg"	"Tablet"	"Oral"		"Tetracyclines/Oral Antibacterials For Acne"	"February 2009"	6061001
29805	214095001000027104	80589020	6	"Benzylpenicllin 6g/vial injection"	"Benzylpenicillin Sodium"	"6g/vial"	"Injection"	""	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	9143001
53329	20129511000001108	39849020	0	"Phenoxymethylpenicillin 125mg/5ml oral solution (Crescent Pharma Ltd)"	"Phenoxymethylpenicillin potassium"	"25mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"January 2013"	39849020
71541	29794511000001108	52441021	0	"Co-amoxiclav 125mg/31mg/5ml oral suspension (Sigma Pharmaceuticals Plc)"	"Amoxicillin trihydrate/Potassium clavulanate"	"25mg/1ml + 6.25mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"January 2018"	52441021
34098	35211000001107	50218020	4551	"Phenoxymethylpenicillin 250mg tablets (Accord Healthcare Ltd)"	"Phenoxymethylpenicillin potassium"	"250mg"	"Tablet"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	532009
133	388611000001105	48122020	367309	"Amoxil 250mg capsules (GlaxoSmithKline UK Ltd)"	"Amoxicillin trihydrate"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	37001
46175	5745001000027103	48717020	19	"Ampicillin 125mg/5ml Oral suspension (Hillcross Pharmaceuticals Ltd)"	"Ampicillin Trihydrate"	"125mg/5ml"	"Oral Suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"October 2011"	178010
34042	325811000001107	48618020	1977	"Amoxicillin 250mg capsules (IVAX Pharmaceuticals UK Ltd)"	"Amoxicillin trihydrate"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	158009
21801	34345001000027104	52264020	1615	"Vidopen 250mg Capsule (Berk Pharmaceuticals Ltd)"	"Ampicillin"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	1031001
9034	131435001000027104	65334020	154	"Oxytetracycline 125mg/5ml syrup"	"Oxytetracycline Dihydrate"	"125mg/5ml"	"Syrup"	"Oral"		"Tetracyclines/Oral Antibacterials For Acne"	"February 2009"	4355002
31154	230925001000027104	85594020	2	"Ampitrin 500mg Capsule (OPD Pharm)"	"Ampicillin"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	11450002
85280	11137411000001106	29043020	0	"Tarivid IV 400mg/200ml solution for injection bottles (Sanofi)"	"Ofloxacin"	"2mg/1ml"	"Solution for injection"	"Intravenous"	0	"Unknown"	"December 2021"	29043020
10200	7322211000001104	90703020	33936	"Co-amoxiclav 125mg/31mg/5ml oral suspension"	"Amoxicillin trihydrate/Potassium clavulanate"	"25mg/1ml + 6.25mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	13944001
76854	5281211000001106	5601020	1	"Augmentin-Duo 400/57 oral suspension (Dowelhurst Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"80mg/1ml + 11.4mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"July 2019"	5601020
103	36064711000001104	59398020	653668	"Erythromycin 250mg gastro-resistant capsules"	"Erythromycin"	"250mg"	"Gastro-resistant capsule"	"Oral"	0	"Unknown"	"February 2009"	2881003
73859	32522511000001104	67802021	2	"Levofloxacin 100mg/ml nebuliser liquid ampoules"	"Levofloxacin hemihydrate"	"100mg/1ml"	"Nebuliser liquid"	"Inhalation"	5011200	"Quinolones"	"November 2018"	67802021
29344	689511000001108	56957020	775	"Erythromycin 250mg gastro-resistant tablets (Accord Healthcare Ltd)"	"Erythromycin"	"250mg"	"Gastro-resistant tablet"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"February 2009"	2240009
2171	389311000001106	54602020	52926	"Amoxil 125mg/1.25ml paediatric oral suspension (GlaxoSmithKline UK Ltd)"	"Amoxicillin trihydrate"	"100mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	1645001
585	39021911000001104	68408020	1534568	"Amoxicillin 250mg/5ml oral suspension sugar free"	"Amoxicillin trihydrate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	5207002
281	39687511000001112	67978020	961977	"Ciprofloxacin 250mg tablets"	"Ciprofloxacin hydrochloride"	"250mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"February 2009"	5086001
21038	65955001000027104	56301020	30	"Doxatet 100mg Tablet (Manufacturer unknown)"	"Doxycycline Hyclate"	"100mg"	"Tablet"	"Oral"		"Tetracyclines/Antimalarials"	"February 2009"	2086001
33685	919211000001106	54613020	2593	"Erythromycin 250mg gastro-resistant tablets (Teva UK Ltd)"	"Erythromycin"	"250mg"	"Gastro-resistant tablet"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"February 2009"	1646011
56027	15087311000001100	70687020	38	"Flucloxacillin 250mg capsules (Sigma Pharmaceuticals Plc)"	"Flucloxacillin sodium"	"250mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"August 2013"	5844009
82147	38835111000001104	94501021	0	"Ciprofloxacin 500mg tablets (Medihealth (Northern) Ltd)"	"Ciprofloxacin hydrochloride"	"500mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"November 2020"	94501021
32901	4835611000001101	65485020	146	"Flucloxacillin 250mg/5ml oral solution (Kent Pharma (UK) Ltd)"	"Flucloxacillin sodium"	"50mg/1ml"	"Oral solution"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	4395009
11634	774011000001100	73342020	20224	"Amix 125 oral suspension (Ashbourne Pharmaceuticals Ltd)"	"Amoxicillin trihydrate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	6627003
26329	323626004	73903020	180	"Co-fluampicil 250mg/250mg powder for solution for injection vials"	"Flucloxacillin sodium/Ampicillin sodium"	"250mg + 250mg"	"Powder for solution for injection"	"Intramuscular/Intravenous"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	6785003
3209	10375001000027108	49303020	2625	"Erythromid 250mg Tablet (Abbott Laboratories Ltd)"	"Erythromycin"	"250mg"	"Gastro-resistant tablet"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"February 2009"	318001
12016	5395001000027107	48666020	576	"Chymocyclar Capsule (Rorer Pharmaceuticals Ltd)"	"Chymotrypsin/Tetracycline Hydrochloride/Trypsin"	""	"Capsule"	"Oral"	5010300	"Tetracyclines"	"February 2009"	168001
39632	580811000001109	96636020	16082	"Erythroped A 500mg tablets (Advanz Pharma)"	"Erythromycin ethyl succinate"	"500mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"May 2009"	16935001
18786	121011000001106	73341020	5964	"Amix 500 capsules (Ashbourne Pharmaceuticals Ltd)"	"Amoxicillin trihydrate"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	6627002
15039	24145001000027104	51033020	4170	"Penbritin 500mg Capsule (Beecham Research Laboratories)"	"Ampicillin"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	724002
43400	14759911000001104	95687020	17	"Clamelle 500mg tablets (Actavis UK Ltd)"	"Azithromycin"	"500mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"September 2010"	16456001
68723	30031911000001104	53526021	0	"Clarithromycin 125mg/5ml oral suspension (DE Pharmaceuticals)"	"Clarithromycin"	"25mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"January 2017"	53526021
693	323673005	74274020	11	"Piperacillin 2g / Tazobactam 250mg powder for solution for infusion vials"	"Piperacillin sodium/Tazobactam sodium"	"2gram + 250mg"	"Powder for solution for infusion"	"Intravenous"	5010104	"Antipseudomonal Penicillins"	"February 2009"	6891001
54471	698211000001101	61851020	0	"Ampicillin 250mg capsules (Kent Pharma (UK) Ltd)"	"Ampicillin"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"April 2013"	3452009
18685	53645001000027104	54741020	106	"Achromycin 125mg/5ml Oral solution (Wyeth Pharmaceuticals)"	"Tetracycline Hydrochloride"	"125mg/5ml"	"Oral Solution"	"Oral"		"Tetracyclines/Oral Antibacterials For Acne"	"February 2009"	1676002
67560	30761911000001100	57355021	2	"Clarithromycin 250mg/5ml oral suspension (Almus Pharmaceuticals Ltd)"	"Clarithromycin"	"50mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"September 2016"	57355021
78328	36846911000001104	85560021	0	"Clarithromycin 250mg tablets (Torrent Pharma (UK) Ltd)"	"Clarithromycin"	"250mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"November 2019"	85560021
56044	21407411000001104	45424020	8	"Tetracycline 125mg/5ml oral solution"	"Tetracycline hydrochloride"	"25mg/1ml"	"Oral solution"	"Oral"		"Tetracyclines/Oral Antibacterials For Acne"	"August 2013"	45424020
54452	370711000001105	5585020	16	"Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)"	"Potassium clavulanate/Amoxicillin trihydrate"	"6.25mg/1ml + 25mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"April 2013"	5585020
8468	66925001000027104	56428020	17812	"Floxapen 500mg Capsule (Beecham Research Laboratories)"	"Flucloxacillin sodium"	"500mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	2115002
24126	2852511000001100	53670020	2524	"Doxycycline 100mg capsules (IVAX Pharmaceuticals UK Ltd)"	"Doxycycline hyclate"	"100mg"	"Capsule"	"Oral"		"Tetracyclines/Antimalarials"	"February 2009"	1398010
58623	10271811000001104	5727020	0	"Cefuroxime 250mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Cefuroxime axetil"	"250mg"	"Tablet"	"Oral"	5010201	"Cephalosporins"	"January 2014"	5727020
67656	15989111000001100	6111020	0	"Ciprofloxacin 500mg tablets (Bristol Laboratories Ltd)"	"Ciprofloxacin hydrochloride"	"500mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"September 2016"	6111020
83660	38006911000001104	90993021	0	"Azithromycin 500mg tablets (Accord Healthcare Ltd)"	"Azithromycin"	"500mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"April 2021"	90993021
583	39687811000001104	67980020	1317332	"Ciprofloxacin 500mg tablets"	"Ciprofloxacin hydrochloride"	"500mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"February 2009"	5086003
13412	238811000001105	67971020	3007	"Zinnat 125mg/5ml oral suspension (GlaxoSmithKline UK Ltd)"	"Cefuroxime axetil"	"25mg/1ml"	"Oral suspension"	"Oral"	5010201	"Cephalosporins"	"February 2009"	5084003
59068	10885511000001106	73823020	0	"Cefuroxime 250mg tablets (Teva UK Ltd)"	"Cefuroxime axetil"	"250mg"	"Tablet"	"Oral"	5010201	"Cephalosporins"	"March 2014"	6765009
8614	135665001000027104	65871020	4351	"Pivampicillin 175mg/5ml oral solution"	"Pivampicillin"	"175mg/5ml"	"Suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	4504002
19133	3611000001101	55890020	7012	"Cefalexin 250mg capsules (IVAX Pharmaceuticals UK Ltd)"	"Cefalexin"	"250mg"	"Capsule"	"Oral"	5010201	"Cephalosporins"	"February 2009"	1984010
56246	21844511000001104	47767020	0	"Phenoxymethylpenicillin 250mg/5ml oral solution sugar free (Waymade Healthcare Plc)"	"Phenoxymethylpenicillin potassium"	"50mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"August 2013"	47767020
29202	652611000001105	49226020	8	"Cefalexin 500mg tablets (A A H Pharmaceuticals Ltd)"	"Cefalexin"	"500mg"	"Tablet"	"Oral"	5010201	"Cephalosporins"	"February 2009"	301009
53973	2849911000001100	5789020	0	"Doxycycline 50mg capsules (Alliance Healthcare (Distribution) Ltd)"	"Doxycycline hyclate"	"50mg"	"Capsule"	"Oral"		"Tetracyclines/Antimalarials/Oral Antibacterials For Acne"	"March 2013"	5789020
22808	190755001000027104	74134020	19	"Procaine benzylpenicillin injection"	"Procaine Benzylpenicillin"	""	"Injection"	""	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	6849001
55626	21775811000001104	47416020	124	"Amoxicillin 125mg/5ml oral suspension sugar free (Waymade Healthcare Plc)"	"Amoxicillin trihydrate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"June 2013"	47416020
45267	5155001000027106	48638020	6	"Amoxicillin 250mg Capsule (Regent Laboratories Ltd)"	"Amoxicillin trihydrate"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"May 2011"	162009
67752	11013711000001104	69839020	0	"Oxytetracycline 250mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Oxytetracycline dihydrate"	"250mg"	"Tablet"	"Oral"		"Tetracyclines/Oral Antibacterials For Acne"	"October 2016"	5601009
56075	36038911000001104	6161020	7	"Levofloxacin 500mg/100ml solution for infusion vials"	"Levofloxacin hemihydrate"	"5mg/1ml"	"Solution for infusion"	"Intravenous"	5011200	"Quinolones"	"August 2013"	6161020
56189	16443611000001100	77120020	0	"Flucloxacillin 250mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Flucloxacillin sodium"	"50mg/1ml"	"Oral solution"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"August 2013"	7761009
6651	4865011000001104	87536020	49600	"Cefalexin 125mg/5ml oral suspension sugar free"	"Cefalexin"	"25mg/1ml"	"Oral suspension"	"Oral"	5010201	"Cephalosporins"	"February 2009"	12342001
45317	113385001000027104	62866020	2	"Amoxicillin 250mg/5ml Oral solution (Neo Laboratories Ltd)"	"Amoxicillin trihydrate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"May 2011"	3693009
7942	32545001000027100	52043020	2134	"Triplopen Injection (Glaxo Laboratories Ltd)"	"Benethamine Penicillin/Procaine Benzylpenicillin/Benzylpenicillin Sodium"	""	"Injection"	""	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	981001
54953	17648711000001102	5899020	4	"Clarithromycin 500mg powder for concentrate for solution for infusion vials (Martindale Pharmaceuticals Ltd)"	"Clarithromycin"	"500mg"	"Powder for solution for infusion"	"Intravenous"	5010500	"Macrolides"	"May 2013"	5899020
34267	15311000001105	55500020	141	"Phenoxymethylpenicillin 125mg/5ml oral solution (Teva UK Ltd)"	"Phenoxymethylpenicillin potassium"	"25mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	1885009
37022	90705001000027104	59510020	4	"Arpimycin 500mg/5ml Liquid (Rosemont Pharmaceuticals Ltd)"	"Erythromycin ethyl succinate"	"100mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"February 2009"	2904003
308	435911000001105	50280020	179044	"Magnapen 250mg/250mg capsules (Wockhardt UK Ltd)"	"Flucloxacillin sodium/Ampicillin trihydrate"	"250mg + 250mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	547001
18041	3959411000001106	83609020	313	"Periostat 20mg tablets (Alliance Pharmaceuticals Ltd)"	"Doxycycline hyclate"	"20mg"	"Tablet"	"Oral"	12030100	"Drugs For Oral Ulceration And Inflammation"	"February 2009"	10532001
34734	771411000001107	61884020	75	"Co-amoxiclav 250mg/125mg tablets (Teva UK Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"250mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	3460009
62786	283611000001108	48589020	0	"Amoxicillin 250mg powder for solution for injection vials (Wockhardt UK Ltd)"	"Amoxicillin sodium"	"250mg"	"Powder for solution for injection"	"Intravenous/Intramuscular"	5010103	"Broad-Spectrum Penicillins"	"April 2015"	152011
53086	19715011000001104	38554020	0	"Clarithromycin 250mg tablets (DE Pharmaceuticals)"	"Clarithromycin"	"250mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"January 2013"	38554020
76760	30016511000001100	53712021	0	"Co-amoxiclav 875mg/125mg tablets (Mawdsley-Brooks & Company Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"875mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"July 2019"	53712021
57118	254711000001109	6118020	0	"Ciprofloxacin 250mg tablets (Kent Pharma (UK) Ltd)"	"Ciprofloxacin hydrochloride"	"250mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"September 2013"	6118020
532	10435001000027102	49309020	33386	"Erythroped 250mg/5ml Oral suspension (Abbott Laboratories Ltd)"	"Erythromycin ethyl succinate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"February 2009"	319003
64375	16086311000001100	5547020	0	"Flucloxacillin 250mg/5ml oral solution (Accord Healthcare Ltd)"	"Flucloxacillin sodium"	"50mg/1ml"	"Oral solution"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"October 2015"	5547020
31423	114855001000027104	63082020	6	"Amopen 250mg/5ml Liquid (Yorkshire Pharmaceuticals Ltd)"	"Amoxicillin trihydrate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	3744001
24747	194215001000027104	74723020	24	"Ladropen 125mg/5ml Liquid (Berk Pharmaceuticals Ltd)"	"Flucloxacillin sodium"	"25mg/1ml"	"Oral solution"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	7025002
21737	135245001000027104	65819020	16	"Piperacillin 2g/vial injection"	"Piperacillin Sodium"	"2g/vial"	"Injection"	""	5010104	"Antipseudomonal Penicillins"	"February 2009"	4489002
53627	18458211000001104	5582020	1	"Amoxicillin 500mg capsules (Accord Healthcare Ltd)"	"Amoxicillin trihydrate"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"January 2013"	5582020
73301	17858211000001102	6126020	0	"Ciprofloxacin 250mg tablets (Phoenix Healthcare Distribution Ltd)"	"Ciprofloxacin hydrochloride"	"250mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"October 2018"	6126020
73965	18722811000001104	5549020	0	"Flucloxacillin 250mg/5ml oral solution (Alliance Healthcare (Distribution) Ltd)"	"Flucloxacillin sodium"	"50mg/1ml"	"Oral solution"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"December 2018"	5549020
41835	5445001000027109	48675020	1	"Amoxicillin 125mg Powder (IVAX Pharmaceuticals UK Ltd)"	"Amoxicillin Trihydrate"	"125mg"	"Powder"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"April 2010"	169011
52501	18460411000001104	6116020	1	"Ciprofloxacin 500mg tablets (Accord Healthcare Ltd)"	"Ciprofloxacin hydrochloride"	"500mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"January 2013"	6116020
34001	668411000001104	54698020	1941	"Amoxicillin 500mg capsules (Teva UK Ltd)"	"Amoxicillin trihydrate"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	1665009
24220	90695001000027104	59509020	20	"Arpimycin 250mg/5ml Liquid (Rosemont Pharmaceuticals Ltd)"	"Erythromycin ethyl succinate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"February 2009"	2904002
30528	833211000001107	48612020	962	"Amoxicillin 250mg capsules (Kent Pharma (UK) Ltd)"	"Amoxicillin trihydrate"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	157009
39613	30611000001101	96634020	9461	"Erythrocin 500 tablets (Advanz Pharma)"	"Erythromycin stearate"	"500mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"May 2009"	16934001
44755	24795001000027100	51107020	2	"Cefalexin 500mg Capsule (Berk Pharmaceuticals Ltd)"	"Cefalexin"	"500mg"	"Capsule"	"Oral"	5010201	"Cephalosporins"	"March 2011"	744009
61810	11252311000001102	5940020	1	"Azithromycin 500mg tablets (A A H Pharmaceuticals Ltd)"	"Azithromycin"	"500mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"December 2014"	5940020
34183	214055001000027104	80574020	127	"Phenoxymethylpenicillin 62.5mg/5ml oral solution"	"Phenoxymethylpenicillin Potassium"	"62.5mg/5ml"	"Syrup"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	9136002
4074	230965001000027104	85598020	326	"Flucloxin 500mg Capsule (OPD Pharm)"	"Flucloxacillin sodium"	"500mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	11451002
7570	135655001000027104	65870020	27898	"Pivampicillin 500mg tablet"	"Pivampicillin"	"500mg"	"Tablets"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	4504001
75298	29673211000001104	49081021	0	"Levofloxacin 250mg tablets (Macleods Pharma UK Ltd)"	"Levofloxacin hemihydrate"	"250mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"March 2019"	49081021
60817	19298011000001104	78102020	0	"Levofloxacin 500mg tablets (Actavis UK Ltd)"	"Levofloxacin hemihydrate"	"500mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"August 2014"	8097009
56223	828811000001100	48625020	53	"Amoxicillin 250mg/5ml oral suspension (Sandoz Ltd)"	"Amoxicillin trihydrate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"August 2013"	159011
926	323571002	59335020	95512	"Ampicillin 500mg capsules"	"Ampicillin"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	2869002
327	153805001000027104	68314020	181385	"Erythroped a 500mg Tablet (Abbott Laboratories Ltd)"	"Erythromycin ethyl succinate"	"500mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"February 2009"	5180002
58021	11017111000001100	6094020	0	"Ciprofloxacin 100mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Ciprofloxacin hydrochloride"	"100mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"December 2013"	6094020
14511	160725001000027104	69488020	155	"Erymax sprinkle 125mg Capsule (Elan Pharma)"	"Erythromycin"	"125mg"	"Capsule"	"Oral"	5010500	"Macrolides"	"February 2009"	5504001
34113	17455001000027104	50214020	191	"Penicillin VK 250mg Tablet (Berk Pharmaceuticals Ltd)"	"Phenoxymethylpenicillin potassium"	"250mg"	"Tablet"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	531009
39669	108811000001104	96638020	8744	"Erythroped SF 250mg/5ml oral suspension (Advanz Pharma)"	"Erythromycin ethyl succinate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"June 2009"	16936001
51437	16165811000001108	21345020	77	"Phenoxymethylpenicillin 125mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)"	"Phenoxymethylpenicillin potassium"	"25mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"January 2013"	21345020
54955	19188011000001100	5746020	0	"Cefalexin 500mg capsules (Milpharm Ltd)"	"Cefalexin"	"500mg"	"Capsule"	"Oral"	5010201	"Cephalosporins"	"May 2013"	5746020
1693	323887008	60616020	195875	"Cefalexin 125mg/5ml oral suspension"	"Cefalexin"	"25mg/1ml"	"Oral suspension"	"Oral"	5010201	"Cephalosporins"	"February 2009"	3163001
485	35368511000001108	60131020	133043	"Amoxicillin 125mg/1.25ml oral suspension paediatric"	"Amoxicillin trihydrate"	"100mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	3055002
34494	15261211000001108	63827020	22	"Ciprofloxacin 500mg tablets (Wockhardt UK Ltd)"	"Ciprofloxacin hydrochloride"	"500mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"February 2009"	3948009
10454	34315001000027104	52261020	247	"Vibramycin 50mg/5ml Oral solution (Pfizer Ltd)"	"Doxycycline Hyclate"	"50mg/5ml"	"Oral Solution"	"Oral"		"Tetracyclines/Antimalarials"	"February 2009"	1030003
81628	175345001000027104	71556020	1	"Clobetasone butyrate with oxytetracycline and nystatin ointment"	"Nystatin/Oxytetracycline Calcium/Clobetasone Butyrate"	""	""	""		"Moderate Topical Corticosteroids/Antibacterial Preparations Also Used Systemically (For Skin Conditions)"	"September 2020"	6107002
34873	12615001000027100	49624020	464	"Erythromycin 250mg Tablet (Berk Pharmaceuticals Ltd)"	"Erythromycin"	"250mg"	"Gastro-resistant tablet"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"February 2009"	392011
3708	66915001000027112	56427020	54893	"Floxapen 250mg Capsule (Beecham Research Laboratories)"	"Flucloxacillin sodium"	"250mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	2115001
127	155105001000027104	68527020	703355	"Penicillin V 125mg/5ml oral solution"	"Phenoxymethylpenicillin Potassium"	"125mg/5ml"	"Elixir"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	5237001
84043	22631711000001108	16739021	0	"Cefalexin 125mg/5ml oral suspension (DE Pharmaceuticals)"	"Cefalexin"	"25mg/1ml"	"Oral suspension"	"Oral"	5010201	"Cephalosporins"	"June 2021"	16739021
43759	99675001000027104	60956020	2	"Penicillin VK 250mg Tablet (Lagap)"	"Phenoxymethylpenicillin potassium"	"250mg"	"Tablet"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"October 2010"	3242009
55394	18146111000001108	76509020	13	"Amoxicillin 500mg capsules (Wockhardt UK Ltd)"	"Amoxicillin trihydrate"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"May 2013"	7544009
52058	19726111000001104	38547020	3	"Amoxicillin 500mg capsules (Medreich Plc)"	"Amoxicillin trihydrate"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"January 2013"	38547020
73462	21998111000001108	47406020	0	"Flucloxacillin 250mg/5ml oral solution (Waymade Healthcare Plc)"	"Flucloxacillin sodium"	"50mg/1ml"	"Oral solution"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"October 2018"	47406020
52207	16270311000001100	5598020	1	"Augmentin 625mg tablets (Mawdsley-Brooks & Company Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"500mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"January 2013"	5598020
81146	22008411000001108	47757020	0	"Co-amoxiclav 250mg/62mg/5ml oral suspension (Waymade Healthcare Plc)"	"Amoxicillin trihydrate/Potassium clavulanate"	"50mg/1ml + 12.5mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"July 2020"	47757020
